,Pair,Count_overall,Count_clm,Count_plm,Freq_overall,Freq_clm,Freq_plm,BR_clm,BR_plm,pvalue_clm_raw,pvalue_clm_corrected,significant_clm,pvalue_plm_raw,pvalue_plm_corrected,significant_plm
117,"('C', 'W')",271,10,58,0.001973061521659993,0.0011252391133115788,0.005027739251040222,0.570301078278027,2.5481918307393894,0.12867861728256505,0.23148347852872805,False,1.0595434415937458e-16,6.622146509960911e-16,True
118,"('C', 'S')",601,30,84,0.0043756825627957775,0.003375717339934736,0.007281553398058253,0.7714721741098768,1.6640954396394358,0.3021944919507355,0.4276337150246257,False,1.6914787243228394e-08,4.698552012007887e-08,True
119,"('T', 'S')",812,19,21,0.005911903895158354,0.0021379543152919996,0.0018203883495145632,0.3616354990213746,0.30791913769190304,1.0977553515717038e-05,5.6780449219226055e-05,True,4.9830063561476734e-08,1.3113174621441246e-07,True
120,"('C', 'R')",913,100,189,0.006647251547142337,0.011252391133115788,0.016383495145631068,1.6927885236949107,2.4647021448547943,1.0011222379230578e-09,9.385520980528666e-09,True,2.712876897985763e-48,4.0693153469786443e-47,True
121,"('T', 'R')",289,22,30,0.0021041135784492172,0.0024755260492854733,0.0026005547850208046,1.176517310966643,1.2359384073446626,0.3322349386404588,0.45304764360062566,False,0.11776703930790612,0.1536091817059645,False
122,"('K', 'Q')",320,11,12,0.0023298143429195486,0.0012377630246427367,0.0010402219140083217,0.5312710982333746,0.44648274965325935,0.06263771217695739,0.13049523370199456,False,0.010061121864565379,0.016054981698774538,False
123,"('L', 'M')",235,12,2,0.0017109574080815435,0.0013502869359738945,0.00017337031900138697,0.7891996198128273,0.1013294183610234,0.6262249626856836,0.7575301967971979,False,0.0001251645991704977,0.00023765430222246403,True
124,"('D', 'H')",550,24,48,0.004004368401892974,0.002700573871947789,0.004160887656033287,0.6744069478400524,1.0390871264657673,0.1103487133407747,0.20185740245263667,False,0.43644447968294675,0.5114583746284532,False
125,"('Y', 'C')",1270,128,123,0.009246450673461958,0.014403060650388207,0.010662274618585299,1.5576853388431657,1.1531208022540873,3.1088656430681335e-09,2.5907213692234447e-08,True,0.011388405660444212,0.01767717852574426,False
126,"('P', 'A')",820,22,29,0.005970149253731343,0.0024755260492854733,0.002513869625520111,0.41465061325531677,0.4210731622746186,6.14310989509678e-05,0.00027488199067839694,True,8.22796988486385e-06,1.8420828100441453e-05,True
127,"('D', 'Y')",514,47,42,0.003742264288314525,0.00528862383256442,0.0036407766990291263,1.4132149482543253,0.9728806996335613,0.004792145075157989,0.014094544338699966,False,0.7834742047973804,0.8276135966169511,False
128,"('L', 'I')",274,7,7,0.0019949035311248634,0.0007876673793181051,0.0006067961165048543,0.39483983412168516,0.3041731627808093,0.02053781566534471,0.048135505465651665,False,0.0018995357414312345,0.0032378450138032407,True
129,"('N', 'H')",241,4,15,0.001754641427011285,0.0004500956453246315,0.0013002773925104023,0.25651716549932835,0.7410502068933766,0.006183527281442038,0.017500548909741617,False,0.4439288024735608,0.516196281946001,False
130,"('P', 'H')",339,12,26,0.0024681470695303966,0.0013502869359738945,0.0022538141470180304,0.5470852821711341,0.913160392604503,0.0651553948274235,0.1338809482755277,False,1.0,1.0,False
131,"('R', 'Q')",5982,340,182,0.04355296687295231,0.03825812985259368,0.015776699029126214,0.8784276387919996,0.3622416602558484,0.18741222028803778,0.312353700480063,False,7.160913809045565e-44,8.951142261306956e-43,True
132,"('N', 'K')",806,76,69,0.005868219876228613,0.008551817261167998,0.00598127600554785,1.4573102987858866,1.019265830473942,9.00963496862442e-05,0.00034652442187016995,True,0.42651251737956974,0.5037549417868934,False
133,"('M', 'V')",1824,65,367,0.013279941754641427,0.007314054236525262,0.03181345353675451,0.550759511725189,2.395601887759447,7.599316005924855e-06,4.071062146031172e-05,True,3.670856638072835e-87,1.8354283190364175e-85,True
134,"('Q', 'H')",808,35,40,0.0058827812158718604,0.0039383368965905255,0.0034674063800277394,0.6694685306271146,0.5894161711594184,0.04441515701361899,0.09642161757100216,False,0.003516702627445723,0.005861171045742872,True
135,"('Q', 'K')",367,16,15,0.0026720058245358574,0.001800382581298526,0.0013002773925104023,0.6737944074696254,0.4866296998945606,0.20409514522382788,0.32918571810294817,False,0.01143124211331462,0.01767717852574426,False
136,"('H', 'D')",194,15,21,0.0014124499453949764,0.001687858669967368,0.0018203883495145632,1.1949865377320514,1.2888161845661095,0.41527488086947606,0.5369933804346674,False,0.1418860445605071,0.18036361596674633,False
137,"('E', 'Q')",728,18,32,0.005300327630141973,0.0020254304039608417,0.0027739251040221915,0.3821330576703594,0.5233497431833077,6.230658455376997e-05,0.00027488199067839694,True,0.0008885364266770651,0.0016057887229103587,True
138,"('T', 'N')",386,20,20,0.0028103385511467054,0.0022504782266231575,0.0017337031900138697,0.8007854518826184,0.6169018993481995,0.5276491171367044,0.659745052251419,False,0.07280010365630989,0.10018362888483012,False
139,"('L', 'W')",103,6,20,0.0007499089916272297,0.0006751434679869473,0.0017337031900138697,0.9003005371651185,2.311884787848592,1.0,1.0,False,2.1739117309837178e-05,4.5289827728827455e-05,True
140,"('A', 'T')",4758,170,97,0.03464142701128504,0.01912906492629684,0.008408460471567267,0.5522019898333062,0.24272846695455322,2.1884145959015992e-13,3.282621893852399e-12,True,1.4817565313270964e-50,2.4695942188784942e-49,True
141,"('Q', 'P')",420,35,76,0.0030578813250819077,0.0039383368965905255,0.006588072122052704,1.287929935111211,2.154456442771283,0.06658573047827127,0.1349710752937931,False,4.281424285371619e-15,2.2145298027784236e-14,True
142,"('I', 'V')",3017,35,480,0.021965780851838368,0.0039383368965905255,0.04160887656033287,0.17929419050272083,1.8942589312435267,4.8711943722953704e-30,1.2177985930738427e-28,True,1.481386873245316e-63,3.70346718311329e-62,True
143,"('R', 'H')",4615,331,132,0.03360029122679287,0.037245414650613255,0.01144244105409154,1.1084848758963664,0.34054588922632134,0.0020012019061373264,0.0062537559566791445,True,2.056872466713732e-36,2.203791928621856e-35,True
144,"('K', 'T')",292,31,55,0.002125955587914088,0.003488241251265894,0.004767683772538141,1.640787451580036,2.2426074183497042,0.0017710737634505968,0.00565236307484233,True,2.93248858660987e-12,1.2567808228328013e-11,True
145,"('R', 'K')",826,18,18,0.006013833272661085,0.0020254304039608417,0.0015603328710124826,0.3367952372687913,0.25945728793409745,3.6561647490535225e-06,2.1936988494321137e-05,True,2.8724415709130066e-09,9.366657296455457e-09,True
146,"('L', 'S')",358,27,64,0.002606479796141245,0.0030381456059412624,0.005547850208044383,1.1656125669721575,2.1284838717175867,0.2938321155164204,0.41976016502345775,False,1.5030896254918112e-12,6.631277759522697e-12,True
147,"('G', 'A')",932,49,58,0.006785584273753185,0.005513671655226736,0.005027739251040222,0.8125566543405496,0.7409441911270114,0.32493734822275505,0.44716148837993813,False,0.09129860867353397,0.12119284337194774,False
148,"('V', 'F')",346,23,28,0.002519111758281762,0.002588049960616631,0.0024271844660194173,1.0273660754066307,0.9635080532016386,0.7405549207019797,0.8544864469638227,False,0.8901444195277394,0.9145319378709651,False
149,"('S', 'F')",829,57,69,0.006035675282125955,0.006413862945875998,0.00598127600554785,1.0626587160628087,0.9909870438624816,0.37384409678262,0.5051947253819189,False,0.5810076329231197,0.6408172421946174,False
