pair_id,Gene,DMS_dataset,CBGE_dataset,model_short,platform,fold,raw_calm_weight,training_sd_plm,training_sd_calm,standardized_equivalent_calm_weight
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,150M,CBGE,4,0.89,2.5589837300131344,2.6753644999884094,0.8942792148117552
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,150M,CBGE,5,0.98,2.562808859164187,2.493366728573559,0.9794544292133078
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,150M,CBGE,6,0.165,2.604495932346207,2.684888909177205,0.1692311514844739
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,150M,DMS,1,0.175,3.140892034702362,3.8490194922853656,0.20631446111433535
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,150M,DMS,2,0.145,2.218159423470829,3.1333959817872628,0.19326575433085913
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,150M,CBGE,1,0.78,3.140892034702362,3.8490194922853656,0.8129019920124524
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,150M,CBGE,2,0.07,2.218159423470829,3.1333959817872628,0.09610692385499417
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,DMS,1,0.095,3.2405822054438036,2.6233395066818983,0.07832232165617738
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,DMS,2,0.19,3.083609001116756,2.422260846117118,0.15559056680126263
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,DMS,3,0.005,2.981095410795751,2.3572778042957556,0.00395785182420196
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,CBGE,1,0.355,3.2405822054438036,2.6233395066818983,0.3082235747101867
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,CBGE,2,0.01,3.083609001116756,2.422260846117118,0.007872162408797305
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,150M,CBGE,3,0.09,2.981095410795751,2.3572778042957556,0.07253281933927194
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,150M,DMS,1,0.08,2.972333399542296,3.592253045920109,0.09509834168973846
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,150M,DMS,2,0.0,2.0648415691554725,2.513300828834445,0.0
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,150M,CBGE,1,0.06,2.972333399542296,3.592253045920109,0.07161758964760138
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,150M,CBGE,2,0.19,2.0648415691554725,2.513300828834445,0.22210061053028365
BRCA1|dataset0163|dataset0156,BRCA1,dataset0163,dataset0156,150M,DMS,1,0.46,2.135980299119074,1.8946367214400286,0.4303946359517517
BRCA1|dataset0163|dataset0156,BRCA1,dataset0163,dataset0156,150M,DMS,2,0.03,1.1719393821690407,1.5425300018159578,0.039115525383188715
BRCA1|dataset0163|dataset0156,BRCA1,dataset0163,dataset0156,150M,CBGE,1,0.27,2.135980299119074,1.8946367214400286,0.2470289663868747
BRCA1|dataset0163|dataset0156,BRCA1,dataset0163,dataset0156,150M,CBGE,2,0.0,1.1719393821690407,1.5425300018159578,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,DMS,1,0.5750000000000001,2.633375913846994,2.9692952716729657,0.6040427861352599
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,DMS,2,0.0,2.360302037332587,2.889487426878785,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,DMS,3,0.0,2.398899810334098,2.365281039730588,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,CBGE,1,0.0,2.633375913846994,2.9692952716729657,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,CBGE,2,0.58,2.360302037332587,2.889487426878785,0.6283308833512784
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,150M,CBGE,3,0.885,2.398899810334098,2.365281039730588,0.8835557881838009
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,DMS,1,0.135,3.3441749607976528,2.706436492459943,0.11214239566736246
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,DMS,2,0.3,3.4063118144343782,2.581519769933142,0.24516833583122058
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,DMS,3,0.135,3.223688957153977,2.512118154562356,0.10843235521333809
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,DMS,4,0.0,3.4938079103132886,2.617510357315299,0.0
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,CBGE,1,0.795,3.3441749607976528,2.706436492459943,0.7583665513772225
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,CBGE,2,0.735,3.4063118144343782,2.581519769933142,0.6776272405974655
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,CBGE,3,0.5650000000000001,3.223688957153977,2.512118154562356,0.5030198735112139
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,150M,CBGE,4,0.95,3.4938079103132886,2.617510357315299,0.9343596215823096
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,150M,DMS,1,0.135,2.3660048077930664,1.6654342580040817,0.09898339117655178
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,150M,DMS,2,0.0,2.520927137281497,2.50416673478299,0.0
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,150M,CBGE,1,0.23,2.3660048077930664,1.6654342580040817,0.17372872648229762
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,150M,CBGE,2,0.075,2.520927137281497,2.50416673478299,0.07453852969876484
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,150M,DMS,1,0.135,2.6423554440126567,2.3010857006869627,0.11965045663845585
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,150M,DMS,2,0.0,2.3070438873911505,2.037977893137254,0.0
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,150M,CBGE,1,0.135,2.6423554440126567,2.3010857006869627,0.11965045663845585
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,150M,CBGE,2,0.335,2.3070438873911505,2.037977893137254,0.30796179639614646
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,DMS,1,0.9,2.8840735862523146,2.872807457949986,0.8996471903939904
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,DMS,2,0.9,3.0151353699870236,3.0932434846372545,0.9022783612747879
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,DMS,3,0.8150000000000001,3.468186742605082,3.0559468826386884,0.795156043193819
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,CBGE,1,0.955,2.8840735862523146,2.872807457949986,0.9548314970829123
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,CBGE,2,0.77,3.0151353699870236,3.0932434846372545,0.7744981118206286
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,150M,CBGE,3,1.0,3.468186742605082,3.0559468826386884,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,DMS,1,0.455,2.986877247088769,2.8909021244712423,0.44691378032002066
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,DMS,2,0.85,3.124202278866806,2.881806330104834,0.8394092774684739
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,DMS,3,0.9,3.29109667409811,3.3488008788273085,0.901553494199447
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,DMS,4,0.9,3.1339895167835854,3.039323871048693,0.8972054792561032
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,CBGE,1,1.0,2.986877247088769,2.8909021244712423,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,CBGE,2,1.0,3.124202278866806,2.881806330104834,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,CBGE,3,0.785,3.29109667409811,3.3488008788273085,0.7879190274791243
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,150M,CBGE,4,0.955,3.1339895167835854,3.039323871048693,0.9536633336358612
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,DMS,1,0.44,2.9900057041243038,3.021360755839691,0.44257203535077916
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,DMS,2,0.455,3.0514401186142197,2.704230207926612,0.4252434492855988
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,DMS,3,0.8150000000000001,3.246743018096971,3.425792340029938,0.8229572064817086
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,DMS,4,0.9,2.803362322463212,3.097223794622864,0.9086209035594578
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,CBGE,1,0.77,2.9900057041243038,3.021360755839691,0.7718423042410045
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,CBGE,2,0.955,3.0514401186142197,2.704230207926612,0.9495139179072076
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,CBGE,3,0.635,3.246743018096971,3.425792340029938,0.6473493247229946
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,150M,CBGE,4,0.61,2.803362322463212,3.097223794622864,0.6334390218373726
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,DMS,1,0.25,2.976572966945277,2.617500168391925,0.22667796918890318
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,DMS,2,0.8150000000000001,3.0682022330432583,3.2005173211773266,0.8212813483164957
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,DMS,3,0.455,2.8455605286063523,3.0666118624522736,0.47360577747373345
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,DMS,4,0.9,3.216301763449759,3.370264078953209,0.9041302993219353
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,CBGE,1,0.955,2.976572966945277,2.617500168391925,0.9491407916614735
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,CBGE,2,0.955,3.0682022330432583,3.2005173211773266,0.9567799744939852
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,CBGE,3,0.955,2.8455605286063523,3.0666118624522736,0.9581078585527086
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,150M,CBGE,4,0.835,3.216301763449759,3.370264078953209,0.8413417171826811
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,150M,DMS,1,0.0,4.306361358805543,3.0207446802966897,0.0
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,150M,DMS,2,0.0,3.176492704663361,2.130672239330144,0.0
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,150M,CBGE,1,0.965,4.306361358805543,3.0207446802966897,0.9508364749087298
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,150M,CBGE,2,0.39,3.176492704663361,2.130672239330144,0.30013557512932015
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,1,0.0,3.1936273873344687,0.9950426849958923,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,2,0.0,3.194890135348994,0.9969118320472566,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,3,0.0,3.146172736174981,0.9965747686633794,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,4,0.0,3.187527940259688,0.9836659576643212,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,5,0.0,3.190801898595399,0.9921792913913393,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,6,0.0,3.168510259787999,1.010623651967538,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,7,0.0,3.19481995414779,0.9963210098900835,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,8,0.0,3.188264373727166,0.9885033238941447,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,9,0.01,3.1710210434804793,1.0087802023298524,0.00320308833279138
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,DMS,10,0.0,3.1370034710616235,1.0137016252242292,0.0
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,1,0.03,3.1936273873344687,0.9950426849958923,0.009544255633480988
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,2,0.03,3.194890135348994,0.9969118320472566,0.009558269530107173
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,3,0.03,3.146172736174981,0.9965747686633794,0.00970159021050903
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,4,0.03,3.187527940259688,0.9836659576643212,0.009454047708605718
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,5,0.08,3.190801898595399,0.9921792913913393,0.02632724966478375
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,6,0.03,3.168510259787999,1.010623651967538,0.009768337792985894
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,7,0.03,3.19481995414779,0.9963210098900835,0.00955286675269198
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,8,0.03,3.188264373727166,0.9885033238941447,0.0094979246089606
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,9,0.08,3.1710210434804793,1.0087802023298524,0.026918376130498585
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,650M,CBGE,10,0.03,3.1370034710616235,1.0137016252242292,0.009895228276608513
HRAS|dataset0688|dataset0691,HRAS,dataset0688,dataset0691,650M,DMS,1,0.385,2.665612121038419,2.7634829133032937,0.3935722717393548
HRAS|dataset0688|dataset0691,HRAS,dataset0688,dataset0691,650M,DMS,2,0.535,3.131604532712456,2.6431630607791363,0.4926655678575897
HRAS|dataset0688|dataset0691,HRAS,dataset0688,dataset0691,650M,CBGE,1,0.46,2.665612121038419,2.7634829133032937,0.4689687934956364
HRAS|dataset0688|dataset0691,HRAS,dataset0688,dataset0691,650M,CBGE,2,0.3,3.131604532712456,2.6431630607791363,0.2656381132600775
HRAS|dataset0685|dataset0691,HRAS,dataset0685,dataset0691,650M,DMS,1,0.0,2.986846068216702,2.9981441956987087,0.0
HRAS|dataset0685|dataset0691,HRAS,dataset0685,dataset0691,650M,DMS,2,0.675,2.8427115314616094,2.327358580397,0.6296843973976576
HRAS|dataset0685|dataset0691,HRAS,dataset0685,dataset0691,650M,CBGE,1,0.275,2.986846068216702,2.9981441956987087,0.2757533777710183
HRAS|dataset0685|dataset0691,HRAS,dataset0685,dataset0691,650M,CBGE,2,0.0,2.8427115314616094,2.327358580397,0.0
HRAS|dataset0686|dataset0691,HRAS,dataset0686,dataset0691,650M,DMS,1,0.16,2.8540895787550724,2.5232925648032363,0.14412833039359527
HRAS|dataset0686|dataset0691,HRAS,dataset0686,dataset0691,650M,DMS,2,0.005,3.078686186460358,2.9412379546573155,0.004777841069678082
HRAS|dataset0686|dataset0691,HRAS,dataset0686,dataset0691,650M,CBGE,1,0.8300000000000001,2.8540895787550724,2.5232925648032363,0.811905427026167
HRAS|dataset0686|dataset0691,HRAS,dataset0686,dataset0691,650M,CBGE,2,0.0,3.078686186460358,2.9412379546573155,0.0
HRAS|dataset0687|dataset0691,HRAS,dataset0687,dataset0691,650M,DMS,1,0.49,3.015453601514846,2.6395852011756094,0.4568243420768718
HRAS|dataset0687|dataset0691,HRAS,dataset0687,dataset0691,650M,DMS,2,0.605,2.725329085909,2.600843503118538,0.5937740489445694
HRAS|dataset0687|dataset0691,HRAS,dataset0687,dataset0691,650M,CBGE,1,0.0,3.015453601514846,2.6395852011756094,0.0
HRAS|dataset0687|dataset0691,HRAS,dataset0687,dataset0691,650M,CBGE,2,0.995,2.725329085909,2.600843503118538,0.9947619358504778
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,650M,DMS,1,0.0,3.4416250197961724,2.901883730532668,0.0
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,650M,DMS,2,0.585,3.2318574078447138,1.92001718519064,0.45576853607433215
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,650M,CBGE,1,0.0,3.4416250197961724,2.901883730532668,0.0
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,650M,CBGE,2,0.81,3.2318574078447138,1.92001718519064,0.7169306699814295
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,1,0.405,2.9169565308403467,1.4754745197240466,0.25611965057964325
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,2,0.405,3.030262583628895,1.4648143427287148,0.24757363044717182
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,3,0.55,2.759009013468645,1.4317449286751085,0.3880997377364926
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,4,0.125,2.8993554558465484,1.328533880868085,0.06143787110729074
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,5,0.55,2.9671801283198747,1.3748442576555626,0.36155972319141055
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,DMS,6,0.355,2.8909830190418675,1.4834198561762273,0.2202209961919807
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,1,0.615,2.9169565308403467,1.4754745197240466,0.4469053767127281
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,2,0.54,3.030262583628895,1.4648143427287148,0.36202677988975573
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,3,0.03,2.759009013468645,1.4317449286751085,0.015796001981473285
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,4,0.535,2.8993554558465484,1.328533880868085,0.3452051448235746
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,5,0.58,2.9671801283198747,1.3748442576555626,0.3901936721644732
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,650M,CBGE,6,0.65,2.8909830190418675,1.4834198561762273,0.4879505221641147
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,DMS,1,0.55,2.9444935836292805,1.5451324810177753,0.39075100684032804
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,DMS,2,0.255,2.8476744293743645,1.455820726013383,0.14892549463247456
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,DMS,3,0.55,2.948637135283527,1.463672242469869,0.37760556310289356
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,DMS,4,0.405,3.090488991482459,1.4235888735507407,0.23869951977701032
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,DMS,5,0.125,2.7204070991626854,1.2496473324760011,0.061581742790796784
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,CBGE,1,0.445,2.9444935836292805,1.5451324810177753,0.2961454479068189
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,CBGE,2,0.495,2.8476744293743645,1.455820726013383,0.3338254384293062
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,CBGE,3,0.65,2.948637135283527,1.463672242469869,0.47967237193138335
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,CBGE,4,0.535,3.090488991482459,1.4235888735507407,0.34639602408035464
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,650M,CBGE,5,0.54,2.7204070991626854,1.2496473324760011,0.35033260917343356
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,DMS,1,0.26,3.0653701388548464,2.458745118188675,0.21985942291211663
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,DMS,2,0.275,3.4941851236713695,2.6437290348660616,0.2229927680660005
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,DMS,3,0.26,3.4919426242894387,2.4835149876721583,0.1999268083121845
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,DMS,4,0.23,3.219900641907372,2.5500328485982977,0.19130459106138178
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,DMS,5,0.045,3.212023225486512,2.414719848865965,0.03421204251981078
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,CBGE,1,0.88,3.0653701388548464,2.458745118188675,0.8546954031424046
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,CBGE,2,0.88,3.4941851236713695,2.6437290348660616,0.8472923395842337
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,CBGE,3,1.0,3.4919426242894387,2.4835149876721583,1.0
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,CBGE,4,0.865,3.219900641907372,2.5500328485982977,0.8353749863970638
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,650M,CBGE,5,0.94,3.212023225486512,2.414719848865965,0.9217393500978871
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,DMS,1,0.0,2.841586635452595,1.1905428390064667,0.0
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,DMS,2,0.54,2.8412754733114762,1.4954976152614694,0.3819094551968126
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,DMS,3,0.405,2.905708999475968,1.598140440799491,0.2723938242779894
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,CBGE,1,0.03,2.841586635452595,1.1905428390064667,0.012792112281732439
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,CBGE,2,0.03,2.8412754733114762,1.4954976152614694,0.016018027854685517
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,650M,CBGE,3,0.0,2.905708999475968,1.598140440799491,0.0
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,1,0.26,3.134098968748252,2.534516746910145,0.22126542023882476
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,2,0.275,3.4139856129521,2.5791368426967534,0.22273022908020332
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,3,0.26,3.325909307185785,2.5259413816680167,0.2106356978222732
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,4,0.0,3.3085893072382615,2.6552520388746474,0.0
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,5,0.26,3.461023167842064,2.6635904550171996,0.21284553147124954
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,DMS,6,0.26,3.4732395613351814,2.6158372543884743,0.2092467019937838
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,1,0.615,3.134098968748252,2.534516746910145,0.5636626367127908
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,2,0.525,3.4139856129521,2.5791368426967534,0.45503625663863684
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,3,0.525,3.325909307185785,2.5259413816680167,0.45634994098843257
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,4,0.89,3.3085893072382615,2.6552520388746474,0.866546049025768
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,5,0.525,3.461023167842064,2.6635904550171996,0.45963657680853603
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,650M,CBGE,6,0.525,3.4732395613351814,2.6158372543884743,0.45427310927642384
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,1,0.0,3.392842198673582,1.4238380146063032,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,2,0.38,3.459107409057629,2.090435309260731,0.2702831477072999
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,3,0.01,3.2626536842102607,2.122131088369252,0.0065271267810467215
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,4,0.38,3.3858945217107728,2.109107143946624,0.2762976117242678
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,5,0.32,3.417586914304399,2.130747466846176,0.22684129916689133
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,6,0.01,3.268443084027825,2.0589040008345685,0.006322740059781173
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,DMS,7,0.43,3.0796696181305556,1.9378276116255595,0.3218886304639322
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,1,0.0,3.392842198673582,1.4238380146063032,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,2,0.0,3.459107409057629,2.090435309260731,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,3,0.0,3.2626536842102607,2.122131088369252,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,4,0.0,3.3858945217107728,2.109107143946624,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,5,0.0,3.417586914304399,2.130747466846176,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,6,0.0,3.268443084027825,2.0589040008345685,0.0
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,650M,CBGE,7,0.0,3.0796696181305556,1.9378276116255595,0.0
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,650M,DMS,1,0.015,2.0778148586993113,2.135916755877385,0.01541297982038558
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,650M,DMS,2,0.15,1.3283470216564255,1.476095780675996,0.16394878678709043
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,650M,CBGE,1,0.015,2.0778148586993113,2.135916755877385,0.01541297982038558
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,650M,CBGE,2,0.76,1.3283470216564255,1.476095780675996,0.7787065797165222
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,DMS,1,0.175,3.3076215495228096,2.4866368508882966,0.13753743111802746
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,DMS,2,0.465,3.2985916345412436,2.4819381397688702,0.3953961734548493
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,DMS,3,0.175,3.2831909077711345,2.509114030833523,0.13949586225931046
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,DMS,4,0.445,3.061197333627972,2.415865380320503,0.3875452613720835
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,CBGE,1,0.995,3.3076215495228096,2.4866368508882966,0.9933601676746595
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,CBGE,2,1.0,3.2985916345412436,2.4819381397688702,1.0
