pair_id,Gene,DMS_dataset,CBGE_dataset,platform,n_variants,n_cases,n_controls,label_concordance,n_folds,mean_calm_weight,sd_calm_weight,mean_auroc_esm2_650m,mean_auroc_calm,mean_auroc_combo,mean_delta_combo_vs_esm2_650m,paired_folds,delta_CBGE_minus_DMS,p_wilcoxon
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,CBGE,37,10,27,0.5135135135135135,3,0.18500000000000003,0.3204293994002423,0.5555555555555555,0.5061728395061729,0.49382716049382713,-0.06172839506172837,3,-0.07666666666666665,0.75
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,DMS,37,14,23,0.5135135135135135,3,0.26166666666666666,0.4023783460045201,0.9098214285714286,0.7523809523809524,0.7764880952380953,-0.13333333333333333,3,-0.07666666666666665,0.75
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,CBGE,43,6,37,0.5813953488372093,2,0.35,0.19091883092036782,0.5940545808966862,0.5589668615984406,0.6028265107212476,0.008771929824561375,2,0.22999999999999998,0.5
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,DMS,43,16,27,0.5813953488372093,2,0.12,0.16970562748477142,0.9021291208791209,0.8193681318681318,0.8842719780219781,-0.01785714285714285,2,0.22999999999999998,0.5
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,CBGE,45,9,36,0.5333333333333333,2,0.01,0.01414213562373095,0.5208333333333334,0.4444444444444444,0.5208333333333334,0.0,2,-0.11,0.31731050786291415
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,DMS,45,16,29,0.5333333333333333,2,0.12,0.16970562748477142,0.9044642857142857,0.8270833333333334,0.8877976190476191,-0.01666666666666672,2,-0.11,0.31731050786291415
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,CBGE,48,10,38,0.75,2,0.3875,0.526794551983978,0.42105263157894735,0.42631578947368426,0.38947368421052636,-0.03157894736842101,2,0.305,0.31731050786291415
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,DMS,48,6,42,0.75,2,0.08249999999999999,0.09545941546018391,0.8968253968253967,0.8888888888888888,0.9126984126984127,0.015873015873015872,2,0.305,0.31731050786291415
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,CBGE,51,7,44,0.6274509803921569,7,0.0,0.0,0.58843537414966,0.41836734693877553,0.58843537414966,0.0,7,-0.21857142857142858,0.026856695507524397
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,DMS,51,12,39,0.6274509803921569,7,0.21857142857142858,0.20078417695198422,0.5738095238095238,0.4904761904761905,0.5357142857142857,-0.038095238095238085,7,-0.21857142857142858,0.026856695507524397
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,CBGE,63,6,57,0.6507936507936508,2,0.405,0.5727564927611035,0.672824302134647,0.5192939244663382,0.5835385878489326,-0.0892857142857143,2,0.11250000000000004,0.31731050786291415
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,DMS,63,20,43,0.6507936507936508,2,0.2925,0.41365746699413025,0.7041125541125541,0.583982683982684,0.6803030303030303,-0.023809523809523836,2,0.11250000000000004,0.31731050786291415
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,CBGE,27,11,16,0.5185185185185185,3,0.6983333333333333,0.29429293796034817,0.6037037037037037,0.7388888888888889,0.6388888888888888,0.035185185185185174,3,0.07166666666666661,1.0
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,DMS,27,8,19,0.5185185185185185,3,0.6266666666666666,0.18414215523158553,0.5740740740740741,0.8227513227513228,0.7804232804232804,0.20634920634920628,3,0.07166666666666661,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,CBGE,27,10,17,0.6296296296296297,4,0.9575,0.054848275573014436,0.4895833333333333,0.725,0.725,0.2354166666666667,4,0.3524999999999999,0.125
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,DMS,27,8,19,0.6296296296296297,4,0.605,0.15641824275533425,0.525,0.825,0.775,0.25,4,0.3524999999999999,0.125
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,CBGE,26,16,10,0.38461538461538464,4,0.84125,0.05528336096873994,0.53125,0.7708333333333334,0.7708333333333334,0.23958333333333337,4,0.305,0.125
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,DMS,26,8,18,0.38461538461538464,4,0.53625,0.17992475279034476,0.64375,0.75625,0.73125,0.0875,4,0.305,0.125
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,CBGE,26,15,11,0.4230769230769231,4,0.70875,0.2404639612637758,0.6111111111111112,0.7222222222222222,0.638888888888889,0.02777777777777779,4,0.18375000000000002,0.25
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,DMS,26,8,18,0.4230769230769231,4,0.525,0.09626352718795769,0.6375,0.71875,0.74375,0.10625000000000001,4,0.18375000000000002,0.25
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,CBGE,1195,601,594,0.7765690376569038,10,0.04,0.0210818510677892,0.8485394226684935,0.5068716105154795,0.8477851534430062,-0.0007542692254873029,10,0.039,0.001953125
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,DMS,1195,426,769,0.7765690376569038,10,0.001,0.00316227766016838,0.8253481408141313,0.479100840291608,0.8252553764356527,-9.276437847867136e-05,10,0.039,0.001953125
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,CBGE,45,13,32,0.6888888888888889,3,0.6383333333333333,0.5503256611619463,0.7524242424242424,0.7912121212121214,0.7381818181818183,-0.014242424242424204,3,0.38999999999999996,0.5
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,DMS,45,21,24,0.6888888888888889,3,0.24833333333333332,0.1908751773629388,0.9523809523809524,0.9226190476190476,0.9702380952380952,0.017857142857142867,3,0.38999999999999996,0.5
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,CBGE,37,15,22,0.7027027027027027,4,0.835,0.059019770698752576,0.75,0.7819444444444444,0.7972222222222223,0.04722222222222222,4,0.6275,0.125
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,DMS,37,18,19,0.7027027027027027,4,0.20750000000000002,0.11644025649805712,0.99,0.965,1.0,0.009999999999999981,4,0.6275,0.125
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,CBGE,20,7,13,0.75,2,0.5325,0.48436814511278503,0.6458333333333333,0.7589285714285714,0.6875,0.041666666666666685,2,0.5325,0.5
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,DMS,20,8,12,0.75,2,0.0,0.0,0.9791666666666667,0.9166666666666667,0.9791666666666667,0.0,2,0.5325,0.5
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,CBGE,46,15,31,0.6956521739130435,4,0.9862500000000001,0.02428133714055574,0.7282572751322751,0.8100611772486772,0.8100611772486772,0.08180390211640215,4,0.6712499999999999,0.125
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,DMS,46,21,25,0.6956521739130435,4,0.315,0.16186414056238646,0.9488095238095238,0.9271825396825397,0.9714285714285714,0.022619047619047622,4,0.6712499999999999,0.125
