gene,model,fold,weight_second,train_auc_at_selected_weight,test_auc_at_selected_weight,n_train,n_test,n_test_pathogenic,n_test_benign
PRMT7,ESM-1b 650M + CaLM,1,0.6,1.0,1.0,8,2,1,1
PRMT7,ESM-1b 650M + CaLM,2,0.0,1.0,0.0,8,2,1,1
PRMT7,ESM-1b 650M + CaLM,3,0.46,1.0,1.0,8,2,1,1
PRMT7,ESM-1b 650M + CaLM,4,0.6,1.0,1.0,8,2,1,1
PRMT7,ESM-1b 650M + CaLM,5,0.6,1.0,1.0,8,2,1,1
PROM1,ESM-2 150M + 650M,1,0.0,0.9166666666666666,0.5,10,3,2,1
PROM1,ESM-2 150M + 650M,2,0.61,0.875,0.5,10,3,2,1
PROM1,ESM-2 150M + 650M,3,0.0,0.9166666666666666,0.5,10,3,2,1
PROM1,ESM-2 150M + 650M,4,0.0,0.7857142857142857,1.0,11,2,1,1
PROM1,ESM-2 150M + 650M,5,0.0,0.7857142857142857,1.0,11,2,1,1
PROM1,ESM-2 650M + ESM-1b 650M,1,0.43,0.9166666666666666,0.0,10,3,2,1
PROM1,ESM-2 650M + ESM-1b 650M,2,0.9,0.7916666666666666,1.0,10,3,2,1
PROM1,ESM-2 650M + ESM-1b 650M,3,0.9,0.8333333333333334,1.0,10,3,2,1
PROM1,ESM-2 650M + ESM-1b 650M,4,0.37,0.8214285714285714,1.0,11,2,1,1
PROM1,ESM-2 650M + ESM-1b 650M,5,0.37,0.7142857142857143,1.0,11,2,1,1
PROM1,ESM-2 650M + CaLM,1,0.63,0.8333333333333334,0.5,10,3,2,1
PROM1,ESM-2 650M + CaLM,2,0.19,0.75,1.0,10,3,2,1
PROM1,ESM-2 650M + CaLM,3,0.63,0.9166666666666666,0.5,10,3,2,1
PROM1,ESM-2 650M + CaLM,4,0.0,0.8928571428571429,0.0,11,2,1,1
PROM1,ESM-2 650M + CaLM,5,0.63,0.7857142857142857,1.0,11,2,1,1
PROM1,ESM-2 150M + CaLM,1,0.0,0.9166666666666666,0.5,10,3,2,1
PROM1,ESM-2 150M + CaLM,2,0.0,0.8333333333333334,1.0,10,3,2,1
PROM1,ESM-2 150M + CaLM,3,0.0,0.75,1.0,10,3,2,1
PROM1,ESM-2 150M + CaLM,4,0.58,0.9642857142857144,0.0,11,2,1,1
PROM1,ESM-2 150M + CaLM,5,0.0,0.7857142857142857,1.0,11,2,1,1
PROM1,ESM-1b 650M + CaLM,1,0.0,0.75,1.0,10,3,2,1
PROM1,ESM-1b 650M + CaLM,2,0.0,0.875,0.5,10,3,2,1
PROM1,ESM-1b 650M + CaLM,3,0.77,0.9166666666666666,0.5,10,3,2,1
PROM1,ESM-1b 650M + CaLM,4,0.42,0.8928571428571429,0.0,11,2,1,1
PROM1,ESM-1b 650M + CaLM,5,0.42,0.8214285714285714,1.0,11,2,1,1
PRRT2,ESM-2 150M + 650M,1,0.31,0.9895833333333334,1.0,28,7,2,5
PRRT2,ESM-2 150M + 650M,2,0.4,0.9946524064171124,0.9166666666666666,28,7,3,4
PRRT2,ESM-2 150M + 650M,3,0.32,0.9786096256684492,1.0,28,7,3,4
PRRT2,ESM-2 150M + 650M,4,0.54,0.9946524064171124,1.0,28,7,3,4
PRRT2,ESM-2 150M + 650M,5,0.49,0.9893048128342246,1.0,28,7,3,4
PRRT2,ESM-2 650M + ESM-1b 650M,1,0.11,1.0,1.0,28,7,2,5
PRRT2,ESM-2 650M + ESM-1b 650M,2,0.37,1.0,1.0,28,7,3,4
PRRT2,ESM-2 650M + ESM-1b 650M,3,0.37,1.0,1.0,28,7,3,4
PRRT2,ESM-2 650M + ESM-1b 650M,4,0.37,1.0,1.0,28,7,3,4
PRRT2,ESM-2 650M + ESM-1b 650M,5,0.37,1.0,1.0,28,7,3,4
PRRT2,ESM-2 650M + CaLM,1,0.0,0.96875,1.0,28,7,2,5
PRRT2,ESM-2 650M + CaLM,2,0.0,0.983957219251337,0.8333333333333334,28,7,3,4
PRRT2,ESM-2 650M + CaLM,3,0.0,0.9411764705882352,1.0,28,7,3,4
PRRT2,ESM-2 650M + CaLM,4,0.0,0.9572192513368984,1.0,28,7,3,4
PRRT2,ESM-2 650M + CaLM,5,0.0,0.9572192513368984,0.9166666666666666,28,7,3,4
PRRT2,ESM-2 150M + CaLM,1,0.28,0.9114583333333334,1.0,28,7,2,5
PRRT2,ESM-2 150M + CaLM,2,0.0,1.0,0.5833333333333334,28,7,3,4
PRRT2,ESM-2 150M + CaLM,3,0.28,0.9144385026737968,1.0,28,7,3,4
PRRT2,ESM-2 150M + CaLM,4,0.28,0.9090909090909092,1.0,28,7,3,4
PRRT2,ESM-2 150M + CaLM,5,0.2,0.9037433155080212,1.0,28,7,3,4
PRRT2,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,28,7,2,5
PRRT2,ESM-1b 650M + CaLM,2,0.07,1.0,1.0,28,7,3,4
PRRT2,ESM-1b 650M + CaLM,3,0.07,1.0,1.0,28,7,3,4
PRRT2,ESM-1b 650M + CaLM,4,0.07,1.0,1.0,28,7,3,4
PRRT2,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,28,7,3,4
PRSS1,ESM-2 150M + 650M,1,0.45,0.65,0.5,17,5,2,3
PRSS1,ESM-2 150M + 650M,2,0.08,0.5,0.8333333333333334,17,5,2,3
PRSS1,ESM-2 150M + 650M,3,0.0,0.7083333333333334,0.0,18,4,1,3
PRSS1,ESM-2 150M + 650M,4,0.08,0.7222222222222222,0.3333333333333333,18,4,1,3
PRSS1,ESM-2 150M + 650M,5,0.0,0.5833333333333334,1.0,18,4,1,3
PRSS1,ESM-2 650M + ESM-1b 650M,1,0.42,0.7166666666666667,0.6666666666666666,17,5,2,3
PRSS1,ESM-2 650M + ESM-1b 650M,2,0.95,0.6833333333333333,0.8333333333333334,17,5,2,3
PRSS1,ESM-2 650M + ESM-1b 650M,3,0.95,0.75,0.6666666666666666,18,4,1,3
PRSS1,ESM-2 650M + ESM-1b 650M,4,0.48,0.6944444444444444,1.0,18,4,1,3
PRSS1,ESM-2 650M + ESM-1b 650M,5,0.95,0.7777777777777778,0.3333333333333333,18,4,1,3
PRSS1,ESM-2 650M + CaLM,1,0.66,0.8,0.3333333333333333,17,5,2,3
PRSS1,ESM-2 650M + CaLM,2,0.44,0.75,0.6666666666666666,17,5,2,3
PRSS1,ESM-2 650M + CaLM,3,0.44,0.7222222222222222,0.6666666666666666,18,4,1,3
PRSS1,ESM-2 650M + CaLM,4,0.53,0.75,0.6666666666666666,18,4,1,3
PRSS1,ESM-2 650M + CaLM,5,0.53,0.6944444444444444,1.0,18,4,1,3
PRSS1,ESM-2 150M + CaLM,1,0.67,0.7166666666666667,0.6666666666666666,17,5,2,3
PRSS1,ESM-2 150M + CaLM,2,0.67,0.85,0.3333333333333333,17,5,2,3
PRSS1,ESM-2 150M + CaLM,3,0.4,0.6666666666666666,0.6666666666666666,18,4,1,3
PRSS1,ESM-2 150M + CaLM,4,0.44,0.6527777777777778,1.0,18,4,1,3
PRSS1,ESM-2 150M + CaLM,5,0.67,0.7361111111111112,1.0,18,4,1,3
PRSS1,ESM-1b 650M + CaLM,1,0.0,0.6,1.0,17,5,2,3
PRSS1,ESM-1b 650M + CaLM,2,0.0,0.9166666666666666,0.1666666666666666,17,5,2,3
PRSS1,ESM-1b 650M + CaLM,3,0.81,0.7222222222222222,1.0,18,4,1,3
PRSS1,ESM-1b 650M + CaLM,4,0.91,0.7916666666666666,0.3333333333333333,18,4,1,3
PRSS1,ESM-1b 650M + CaLM,5,0.81,0.7916666666666666,0.6666666666666666,18,4,1,3
PTEN,ESM-2 150M + 650M,1,0.73,1.0,1.0,141,36,35,1
PTEN,ESM-2 150M + 650M,2,0.72,1.0,1.0,141,36,35,1
PTEN,ESM-2 150M + 650M,3,0.73,1.0,1.0,142,35,34,1
PTEN,ESM-2 150M + 650M,4,0.73,1.0,1.0,142,35,34,1
PTEN,ESM-2 150M + 650M,5,0.52,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,141,36,35,1
PTEN,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,141,36,35,1
PTEN,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + CaLM,1,0.0,1.0,1.0,141,36,35,1
PTEN,ESM-2 650M + CaLM,2,0.0,1.0,1.0,141,36,35,1
PTEN,ESM-2 650M + CaLM,3,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + CaLM,4,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 650M + CaLM,5,0.0,1.0,1.0,142,35,34,1
PTEN,ESM-2 150M + CaLM,1,0.67,0.9945255474452556,0.9428571428571428,141,36,35,1
PTEN,ESM-2 150M + CaLM,2,0.68,0.9817518248175182,1.0,141,36,35,1
PTEN,ESM-2 150M + CaLM,3,0.81,0.9855072463768116,1.0,142,35,34,1
PTEN,ESM-2 150M + CaLM,4,0.63,0.9891304347826086,1.0,142,35,34,1
PTEN,ESM-2 150M + CaLM,5,0.4,0.9927536231884058,0.9411764705882352,142,35,34,1
PTEN,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,141,36,35,1
PTEN,ESM-1b 650M + CaLM,2,0.01,1.0,1.0,141,36,35,1
PTEN,ESM-1b 650M + CaLM,3,0.01,1.0,1.0,142,35,34,1
PTEN,ESM-1b 650M + CaLM,4,0.01,1.0,1.0,142,35,34,1
PTEN,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,142,35,34,1
PTPN11,ESM-2 150M + 650M,1,0.01,0.684931506849315,0.5277777777777778,79,20,18,2
PTPN11,ESM-2 150M + 650M,2,0.01,0.7328767123287672,0.4166666666666667,79,20,18,2
PTPN11,ESM-2 150M + 650M,3,0.01,0.6232876712328768,0.8333333333333334,79,20,18,2
PTPN11,ESM-2 150M + 650M,4,0.01,0.6924603174603174,0.5263157894736842,79,20,19,1
PTPN11,ESM-2 150M + 650M,5,0.8,0.639921722113503,0.7222222222222222,80,19,18,1
PTPN11,ESM-2 650M + ESM-1b 650M,1,0.94,0.9452054794520548,1.0,79,20,18,2
PTPN11,ESM-2 650M + ESM-1b 650M,2,0.52,0.9863013698630136,0.8611111111111112,79,20,18,2
PTPN11,ESM-2 650M + ESM-1b 650M,3,0.94,0.952054794520548,0.9444444444444444,79,20,18,2
PTPN11,ESM-2 650M + ESM-1b 650M,4,0.73,0.9424603174603174,1.0,79,20,19,1
PTPN11,ESM-2 650M + ESM-1b 650M,5,0.94,0.9412915851272016,1.0,80,19,18,1
PTPN11,ESM-2 650M + CaLM,1,0.91,0.7831050228310502,0.6666666666666666,79,20,18,2
PTPN11,ESM-2 650M + CaLM,2,0.94,0.7191780821917808,0.9722222222222222,79,20,18,2
PTPN11,ESM-2 650M + CaLM,3,0.87,0.7602739726027398,0.9166666666666666,79,20,18,2
PTPN11,ESM-2 650M + CaLM,4,0.94,0.753968253968254,0.8947368421052632,79,20,19,1
PTPN11,ESM-2 650M + CaLM,5,0.9,0.8140900195694716,0.5,80,19,18,1
PTPN11,ESM-2 150M + CaLM,1,0.85,0.8242009132420092,0.5833333333333334,79,20,18,2
PTPN11,ESM-2 150M + CaLM,2,0.24,0.7420091324200914,0.6666666666666666,79,20,18,2
PTPN11,ESM-2 150M + CaLM,3,0.85,0.7785388127853882,0.75,79,20,18,2
PTPN11,ESM-2 150M + CaLM,4,0.85,0.7321428571428571,0.9473684210526316,79,20,19,1
PTPN11,ESM-2 150M + CaLM,5,0.85,0.7690802348336595,0.8333333333333334,80,19,18,1
PTPN11,ESM-1b 650M + CaLM,1,0.0,0.9726027397260274,0.8333333333333334,79,20,18,2
PTPN11,ESM-1b 650M + CaLM,2,0.39,0.954337899543379,0.9444444444444444,79,20,18,2
PTPN11,ESM-1b 650M + CaLM,3,0.21,0.9474885844748858,1.0,79,20,18,2
PTPN11,ESM-1b 650M + CaLM,4,0.39,0.9583333333333334,0.9473684210526316,79,20,19,1
PTPN11,ESM-1b 650M + CaLM,5,0.44,0.9471624266144814,1.0,80,19,18,1
PUF60,ESM-2 150M + 650M,1,0.0,1.0,0.3333333333333333,13,4,3,1
PUF60,ESM-2 150M + 650M,2,0.0,0.8055555555555556,1.0,13,4,3,1
PUF60,ESM-2 150M + 650M,3,0.0,0.85,1.0,14,3,2,1
PUF60,ESM-2 150M + 650M,4,0.0,0.875,1.0,14,3,2,1
PUF60,ESM-2 150M + 650M,5,0.0,0.875,1.0,14,3,2,1
PUF60,ESM-2 650M + ESM-1b 650M,1,0.27,0.8888888888888888,1.0,13,4,3,1
PUF60,ESM-2 650M + ESM-1b 650M,2,0.0,0.8333333333333334,1.0,13,4,3,1
PUF60,ESM-2 650M + ESM-1b 650M,3,0.27,0.85,1.0,14,3,2,1
PUF60,ESM-2 650M + ESM-1b 650M,4,0.27,0.95,0.5,14,3,2,1
PUF60,ESM-2 650M + ESM-1b 650M,5,0.0,0.95,0.5,14,3,2,1
PUF60,ESM-2 650M + CaLM,1,0.0,0.8611111111111112,1.0,13,4,3,1
PUF60,ESM-2 650M + CaLM,2,0.0,0.9166666666666666,1.0,13,4,3,1
PUF60,ESM-2 650M + CaLM,3,0.0,0.875,1.0,14,3,2,1
PUF60,ESM-2 650M + CaLM,4,0.0,0.925,1.0,14,3,2,1
PUF60,ESM-2 650M + CaLM,5,0.0,0.875,1.0,14,3,2,1
PUF60,ESM-2 150M + CaLM,1,0.0,0.8333333333333334,1.0,13,4,3,1
PUF60,ESM-2 150M + CaLM,2,0.0,0.9166666666666666,0.6666666666666666,13,4,3,1
PUF60,ESM-2 150M + CaLM,3,0.0,0.825,1.0,14,3,2,1
PUF60,ESM-2 150M + CaLM,4,0.0,0.95,0.5,14,3,2,1
PUF60,ESM-2 150M + CaLM,5,0.0,0.875,1.0,14,3,2,1
PUF60,ESM-1b 650M + CaLM,1,0.0,0.8888888888888888,1.0,13,4,3,1
PUF60,ESM-1b 650M + CaLM,2,0.0,0.9444444444444444,0.6666666666666666,13,4,3,1
PUF60,ESM-1b 650M + CaLM,3,0.0,0.85,1.0,14,3,2,1
PUF60,ESM-1b 650M + CaLM,4,0.0,0.9,1.0,14,3,2,1
PUF60,ESM-1b 650M + CaLM,5,0.0,0.925,1.0,14,3,2,1
PURA,ESM-2 150M + 650M,1,0.22,0.9347319347319348,0.90625,46,12,8,4
PURA,ESM-2 150M + 650M,2,0.53,0.9370629370629372,0.78125,46,12,8,4
PURA,ESM-2 150M + 650M,3,0.22,0.8883928571428571,1.0,46,12,9,3
PURA,ESM-2 150M + 650M,4,0.19,0.9329004329004328,0.8333333333333334,47,11,8,3
PURA,ESM-2 150M + 650M,5,0.19,0.9134199134199136,0.9583333333333334,47,11,8,3
PURA,ESM-2 650M + ESM-1b 650M,1,0.93,0.9370629370629372,1.0,46,12,8,4
PURA,ESM-2 650M + ESM-1b 650M,2,0.8300000000000001,0.958041958041958,0.90625,46,12,8,4
PURA,ESM-2 650M + ESM-1b 650M,3,0.93,0.9263392857142856,1.0,46,12,9,3
PURA,ESM-2 650M + ESM-1b 650M,4,0.77,0.9632034632034632,0.7916666666666666,47,11,8,3
PURA,ESM-2 650M + ESM-1b 650M,5,0.93,0.9437229437229436,1.0,47,11,8,3
PURA,ESM-2 650M + CaLM,1,0.03,0.8531468531468531,0.8125,46,12,8,4
PURA,ESM-2 650M + CaLM,2,0.33,0.8927738927738927,0.75,46,12,8,4
PURA,ESM-2 650M + CaLM,3,0.39,0.8415178571428571,0.8888888888888888,46,12,9,3
PURA,ESM-2 650M + CaLM,4,0.05,0.8852813852813853,0.6666666666666666,47,11,8,3
PURA,ESM-2 650M + CaLM,5,0.33,0.8225108225108225,1.0,47,11,8,3
PURA,ESM-2 150M + CaLM,1,0.13,0.8717948717948718,1.0,46,12,8,4
PURA,ESM-2 150M + CaLM,2,0.13,0.9044289044289044,0.875,46,12,8,4
PURA,ESM-2 150M + CaLM,3,0.29,0.890625,0.925925925925926,46,12,9,3
PURA,ESM-2 150M + CaLM,4,0.11,0.9112554112554112,0.7916666666666666,47,11,8,3
PURA,ESM-2 150M + CaLM,5,0.13,0.8961038961038961,0.875,47,11,8,3
PURA,ESM-1b 650M + CaLM,1,0.18,0.9557109557109555,0.9375,46,12,8,4
PURA,ESM-1b 650M + CaLM,2,0.0,0.944055944055944,1.0,46,12,8,4
PURA,ESM-1b 650M + CaLM,3,0.21,0.96875,0.9629629629629628,46,12,9,3
PURA,ESM-1b 650M + CaLM,4,0.44,0.948051948051948,0.9166666666666666,47,11,8,3
PURA,ESM-1b 650M + CaLM,5,0.21,0.9523809523809524,0.9166666666666666,47,11,8,3
RAF1,ESM-2 150M + 650M,1,0.9,0.961038961038961,1.0,36,10,6,4
RAF1,ESM-2 150M + 650M,2,0.59,0.9968944099378882,0.8,37,9,5,4
RAF1,ESM-2 150M + 650M,3,0.9,0.9782608695652174,1.0,37,9,5,4
RAF1,ESM-2 150M + 650M,4,0.9,0.9666666666666668,1.0,37,9,6,3
RAF1,ESM-2 150M + 650M,5,0.9,0.9666666666666668,1.0,37,9,6,3
RAF1,ESM-2 650M + ESM-1b 650M,1,0.1,0.987012987012987,0.9583333333333334,36,10,6,4
RAF1,ESM-2 650M + ESM-1b 650M,2,0.51,1.0,0.95,37,9,5,4
RAF1,ESM-2 650M + ESM-1b 650M,3,0.18,0.9813664596273292,1.0,37,9,5,4
RAF1,ESM-2 650M + ESM-1b 650M,4,0.18,0.9818181818181818,1.0,37,9,6,3
RAF1,ESM-2 650M + ESM-1b 650M,5,0.18,1.0,1.0,37,9,6,3
RAF1,ESM-2 650M + CaLM,1,0.21,0.974025974025974,1.0,36,10,6,4
RAF1,ESM-2 650M + CaLM,2,0.21,0.968944099378882,1.0,37,9,5,4
RAF1,ESM-2 650M + CaLM,3,0.0,0.9906832298136646,0.75,37,9,5,4
RAF1,ESM-2 650M + CaLM,4,0.21,0.9666666666666668,1.0,37,9,6,3
RAF1,ESM-2 650M + CaLM,5,0.21,0.9696969696969696,1.0,37,9,6,3
RAF1,ESM-2 150M + CaLM,1,0.23,0.8181818181818182,0.375,36,10,6,4
RAF1,ESM-2 150M + CaLM,2,0.5700000000000001,0.7763975155279503,0.6,37,9,5,4
RAF1,ESM-2 150M + CaLM,3,0.38,0.7111801242236024,0.9,37,9,5,4
RAF1,ESM-2 150M + CaLM,4,0.97,0.7424242424242424,0.5,37,9,6,3
RAF1,ESM-2 150M + CaLM,5,0.68,0.7393939393939394,0.7777777777777778,37,9,6,3
RAF1,ESM-1b 650M + CaLM,1,0.0,0.987012987012987,0.875,36,10,6,4
RAF1,ESM-1b 650M + CaLM,2,0.05,0.968944099378882,1.0,37,9,5,4
RAF1,ESM-1b 650M + CaLM,3,0.15,0.9658385093167702,1.0,37,9,5,4
RAF1,ESM-1b 650M + CaLM,4,0.15,0.9606060606060606,1.0,37,9,6,3
RAF1,ESM-1b 650M + CaLM,5,0.29,0.9787878787878788,0.9444444444444444,37,9,6,3
RAG2,ESM-2 150M + 650M,1,0.94,0.9304029304029304,0.75,46,12,10,2
RAG2,ESM-2 150M + 650M,2,0.91,0.9047619047619048,0.85,46,12,10,2
RAG2,ESM-2 150M + 650M,3,0.91,0.8974358974358975,0.85,46,12,10,2
RAG2,ESM-2 150M + 650M,4,0.94,0.8607142857142858,1.0,47,11,9,2
RAG2,ESM-2 150M + 650M,5,0.94,0.8621794871794872,1.0,47,11,10,1
RAG2,ESM-2 650M + ESM-1b 650M,1,0.0,0.8901098901098901,0.95,46,12,10,2
RAG2,ESM-2 650M + ESM-1b 650M,2,0.0,0.8901098901098901,1.0,46,12,10,2
RAG2,ESM-2 650M + ESM-1b 650M,3,0.19,0.912087912087912,0.8,46,12,10,2
RAG2,ESM-2 650M + ESM-1b 650M,4,0.0,0.8928571428571429,0.8888888888888888,47,11,9,2
RAG2,ESM-2 650M + ESM-1b 650M,5,0.0,0.8910256410256411,0.9,47,11,10,1
RAG2,ESM-2 650M + CaLM,1,0.4,0.9084249084249084,0.95,46,12,10,2
RAG2,ESM-2 650M + CaLM,2,0.64,0.9523809523809524,0.8,46,12,10,2
RAG2,ESM-2 650M + CaLM,3,0.4,0.9047619047619048,0.9,46,12,10,2
RAG2,ESM-2 650M + CaLM,4,0.48,0.9071428571428573,0.9444444444444444,47,11,9,2
RAG2,ESM-2 650M + CaLM,5,0.48,0.9134615384615384,0.8,47,11,10,1
RAG2,ESM-2 150M + CaLM,1,0.62,0.8168498168498168,0.65,46,12,10,2
RAG2,ESM-2 150M + CaLM,2,0.72,0.7582417582417582,0.9,46,12,10,2
RAG2,ESM-2 150M + CaLM,3,0.73,0.7802197802197802,0.75,46,12,10,2
RAG2,ESM-2 150M + CaLM,4,0.52,0.8,0.6666666666666666,47,11,9,2
RAG2,ESM-2 150M + CaLM,5,0.52,0.7980769230769231,0.7,47,11,10,1
RAG2,ESM-1b 650M + CaLM,1,0.73,0.8937728937728938,0.85,46,12,10,2
RAG2,ESM-1b 650M + CaLM,2,0.37,0.8754578754578755,0.85,46,12,10,2
RAG2,ESM-1b 650M + CaLM,3,0.63,0.8571428571428571,1.0,46,12,10,2
RAG2,ESM-1b 650M + CaLM,4,0.49,0.8892857142857142,0.7777777777777778,47,11,9,2
RAG2,ESM-1b 650M + CaLM,5,0.63,0.8717948717948718,1.0,47,11,10,1
RALA,ESM-2 150M + 650M,1,0.0,0.9642857142857144,1.0,11,3,1,2
RALA,ESM-2 150M + 650M,2,0.0,1.0,1.0,11,3,2,1
RALA,ESM-2 150M + 650M,3,0.0,1.0,1.0,11,3,2,1
RALA,ESM-2 150M + 650M,4,0.0,0.9666666666666668,1.0,11,3,2,1
RALA,ESM-2 150M + 650M,5,0.0,0.9714285714285714,1.0,12,2,1,1
RALA,ESM-2 650M + ESM-1b 650M,1,0.93,0.7142857142857143,1.0,11,3,1,2
RALA,ESM-2 650M + ESM-1b 650M,2,0.95,0.9333333333333332,0.0,11,3,2,1
RALA,ESM-2 650M + ESM-1b 650M,3,0.0,0.8,0.5,11,3,2,1
RALA,ESM-2 650M + ESM-1b 650M,4,0.95,0.8333333333333334,1.0,11,3,2,1
RALA,ESM-2 650M + ESM-1b 650M,5,0.95,0.7714285714285715,1.0,12,2,1,1
RALA,ESM-2 650M + CaLM,1,0.85,0.8214285714285714,1.0,11,3,1,2
RALA,ESM-2 650M + CaLM,2,0.85,0.8333333333333334,1.0,11,3,2,1
RALA,ESM-2 650M + CaLM,3,0.85,0.8666666666666667,1.0,11,3,2,1
RALA,ESM-2 650M + CaLM,4,0.77,0.8333333333333334,1.0,11,3,2,1
RALA,ESM-2 650M + CaLM,5,0.44,1.0,0.0,12,2,1,1
RALA,ESM-2 150M + CaLM,1,0.0,0.9642857142857144,1.0,11,3,1,2
RALA,ESM-2 150M + CaLM,2,0.0,0.9666666666666668,1.0,11,3,2,1
RALA,ESM-2 150M + CaLM,3,0.0,1.0,1.0,11,3,2,1
RALA,ESM-2 150M + CaLM,4,0.0,1.0,1.0,11,3,2,1
RALA,ESM-2 150M + CaLM,5,0.0,0.9714285714285714,1.0,12,2,1,1
RALA,ESM-1b 650M + CaLM,1,0.65,0.8214285714285714,1.0,11,3,1,2
RALA,ESM-1b 650M + CaLM,2,0.0,0.8666666666666667,1.0,11,3,2,1
RALA,ESM-1b 650M + CaLM,3,0.65,1.0,0.5,11,3,2,1
RALA,ESM-1b 650M + CaLM,4,0.65,0.8333333333333334,1.0,11,3,2,1
RALA,ESM-1b 650M + CaLM,5,0.12,0.8571428571428571,1.0,12,2,1,1
RARS1,ESM-2 150M + 650M,1,0.0,1.0,1.0,9,3,2,1
RARS1,ESM-2 150M + 650M,2,0.27,1.0,1.0,9,3,2,1
RARS1,ESM-2 150M + 650M,3,0.27,1.0,1.0,10,2,1,1
RARS1,ESM-2 150M + 650M,4,0.27,1.0,1.0,10,2,1,1
RARS1,ESM-2 150M + 650M,5,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,9,3,2,1
RARS1,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,9,3,2,1
RARS1,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + CaLM,1,0.0,1.0,1.0,9,3,2,1
RARS1,ESM-2 650M + CaLM,2,0.0,1.0,1.0,9,3,2,1
RARS1,ESM-2 650M + CaLM,3,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + CaLM,4,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 650M + CaLM,5,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 150M + CaLM,1,0.1,1.0,1.0,9,3,2,1
RARS1,ESM-2 150M + CaLM,2,0.1,1.0,1.0,9,3,2,1
RARS1,ESM-2 150M + CaLM,3,0.1,1.0,1.0,10,2,1,1
RARS1,ESM-2 150M + CaLM,4,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-2 150M + CaLM,5,0.0,1.0,1.0,10,2,1,1
RARS1,ESM-1b 650M + CaLM,1,0.88,1.0,1.0,9,3,2,1
RARS1,ESM-1b 650M + CaLM,2,0.88,1.0,1.0,9,3,2,1
RARS1,ESM-1b 650M + CaLM,3,0.71,1.0,1.0,10,2,1,1
RARS1,ESM-1b 650M + CaLM,4,0.5,1.0,0.0,10,2,1,1
RARS1,ESM-1b 650M + CaLM,5,0.88,1.0,1.0,10,2,1,1
RARS2,ESM-2 150M + 650M,1,0.99,1.0,1.0,20,5,2,3
RARS2,ESM-2 150M + 650M,2,0.99,1.0,1.0,20,5,3,2
RARS2,ESM-2 150M + 650M,3,0.99,1.0,1.0,20,5,3,2
RARS2,ESM-2 150M + 650M,4,0.8200000000000001,1.0,1.0,20,5,3,2
RARS2,ESM-2 150M + 650M,5,0.0,1.0,0.6666666666666666,20,5,3,2
RARS2,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,20,5,2,3
RARS2,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + CaLM,1,0.0,1.0,1.0,20,5,2,3
RARS2,ESM-2 650M + CaLM,2,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + CaLM,3,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + CaLM,4,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 650M + CaLM,5,0.0,1.0,1.0,20,5,3,2
RARS2,ESM-2 150M + CaLM,1,0.54,1.0,1.0,20,5,2,3
RARS2,ESM-2 150M + CaLM,2,0.54,0.9797979797979798,1.0,20,5,3,2
RARS2,ESM-2 150M + CaLM,3,0.86,0.98989898989899,1.0,20,5,3,2
RARS2,ESM-2 150M + CaLM,4,0.54,0.9797979797979798,1.0,20,5,3,2
RARS2,ESM-2 150M + CaLM,5,0.0,1.0,0.6666666666666666,20,5,3,2
RARS2,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,20,5,2,3
RARS2,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,20,5,3,2
