gene,model,fold,weight_second,train_auc_at_selected_weight,test_auc_at_selected_weight,n_train,n_test,n_test_pathogenic,n_test_benign
AARS1,ESM-2 150M + 650M,1,0.77,0.9807692307692308,1.0,21,6,2,4
AARS1,ESM-2 150M + 650M,2,0.58,0.971153846153846,1.0,21,6,2,4
AARS1,ESM-2 150M + 650M,3,0.77,0.9732142857142856,1.0,22,5,2,3
AARS1,ESM-2 150M + 650M,4,0.56,1.0,0.8333333333333334,22,5,2,3
AARS1,ESM-2 150M + 650M,5,0.77,0.9821428571428572,1.0,22,5,2,3
AARS1,ESM-2 650M + ESM-1b 650M,1,0.17,1.0,1.0,21,6,2,4
AARS1,ESM-2 650M + ESM-1b 650M,2,0.17,1.0,1.0,21,6,2,4
AARS1,ESM-2 650M + ESM-1b 650M,3,0.17,1.0,1.0,22,5,2,3
AARS1,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,0.8333333333333334,22,5,2,3
AARS1,ESM-2 650M + ESM-1b 650M,5,0.17,1.0,1.0,22,5,2,3
AARS1,ESM-2 650M + CaLM,1,0.0,0.9807692307692308,1.0,21,6,2,4
AARS1,ESM-2 650M + CaLM,2,0.02,0.9807692307692308,1.0,21,6,2,4
AARS1,ESM-2 650M + CaLM,3,0.0,1.0,1.0,22,5,2,3
AARS1,ESM-2 650M + CaLM,4,0.02,0.9910714285714286,1.0,22,5,2,3
AARS1,ESM-2 650M + CaLM,5,0.02,0.9910714285714286,1.0,22,5,2,3
AARS1,ESM-2 150M + CaLM,1,0.37,0.903846153846154,1.0,21,6,2,4
AARS1,ESM-2 150M + CaLM,2,0.36,0.9519230769230768,0.875,21,6,2,4
AARS1,ESM-2 150M + CaLM,3,0.37,0.9107142857142856,1.0,22,5,2,3
AARS1,ESM-2 150M + CaLM,4,0.11,0.9642857142857144,0.3333333333333333,22,5,2,3
AARS1,ESM-2 150M + CaLM,5,0.37,0.9107142857142856,1.0,22,5,2,3
AARS1,ESM-1b 650M + CaLM,1,0.28,1.0,0.875,21,6,2,4
AARS1,ESM-1b 650M + CaLM,2,0.0,0.9615384615384616,1.0,21,6,2,4
AARS1,ESM-1b 650M + CaLM,3,0.0,0.9642857142857144,1.0,22,5,2,3
AARS1,ESM-1b 650M + CaLM,4,0.28,0.9375,1.0,22,5,2,3
AARS1,ESM-1b 650M + CaLM,5,0.18,0.9464285714285714,1.0,22,5,2,3
AARS2,ESM-2 150M + 650M,1,0.48,1.0,0.6666666666666666,20,6,3,3
AARS2,ESM-2 150M + 650M,2,0.48,0.9090909090909092,1.0,21,5,2,3
AARS2,ESM-2 150M + 650M,3,0.48,0.9090909090909092,1.0,21,5,2,3
AARS2,ESM-2 150M + 650M,4,0.0,0.9090909090909092,1.0,21,5,3,2
AARS2,ESM-2 150M + 650M,5,0.0,0.9272727272727272,1.0,21,5,3,2
AARS2,ESM-2 650M + ESM-1b 650M,1,0.0,0.99,0.6666666666666666,20,6,3,3
AARS2,ESM-2 650M + ESM-1b 650M,2,0.64,0.9454545454545454,1.0,21,5,2,3
AARS2,ESM-2 650M + ESM-1b 650M,3,0.64,0.9363636363636364,1.0,21,5,2,3
AARS2,ESM-2 650M + ESM-1b 650M,4,0.64,0.9636363636363636,1.0,21,5,3,2
AARS2,ESM-2 650M + ESM-1b 650M,5,0.64,0.9545454545454546,1.0,21,5,3,2
AARS2,ESM-2 650M + CaLM,1,0.0,0.91,1.0,20,6,3,3
AARS2,ESM-2 650M + CaLM,2,0.1,1.0,0.8333333333333334,21,5,2,3
AARS2,ESM-2 650M + CaLM,3,0.1,0.9181818181818182,1.0,21,5,2,3
AARS2,ESM-2 650M + CaLM,4,0.0,0.9272727272727272,1.0,21,5,3,2
AARS2,ESM-2 650M + CaLM,5,0.1,0.9272727272727272,1.0,21,5,3,2
AARS2,ESM-2 150M + CaLM,1,0.0,0.92,0.8888888888888888,20,6,3,3
AARS2,ESM-2 150M + CaLM,2,0.21,1.0,0.6666666666666666,21,5,2,3
AARS2,ESM-2 150M + CaLM,3,0.21,0.9181818181818182,1.0,21,5,2,3
AARS2,ESM-2 150M + CaLM,4,0.21,0.9181818181818182,1.0,21,5,3,2
AARS2,ESM-2 150M + CaLM,5,0.02,0.9272727272727272,1.0,21,5,3,2
AARS2,ESM-1b 650M + CaLM,1,0.15,0.94,1.0,20,6,3,3
AARS2,ESM-1b 650M + CaLM,2,0.15,0.9272727272727272,1.0,21,5,2,3
AARS2,ESM-1b 650M + CaLM,3,0.0,1.0,1.0,21,5,2,3
AARS2,ESM-1b 650M + CaLM,4,0.15,0.9636363636363636,1.0,21,5,3,2
AARS2,ESM-1b 650M + CaLM,5,0.05,0.9545454545454546,1.0,21,5,3,2
ABCB7,ESM-2 150M + 650M,1,0.86,0.8,1.0,15,4,1,3
ABCB7,ESM-2 150M + 650M,2,0.5,0.86,0.6666666666666666,15,4,1,3
ABCB7,ESM-2 150M + 650M,3,0.8200000000000001,0.76,1.0,15,4,1,3
ABCB7,ESM-2 150M + 650M,4,0.94,0.9090909090909092,0.75,15,4,2,2
ABCB7,ESM-2 150M + 650M,5,0.94,0.8727272727272727,0.5,16,3,1,2
ABCB7,ESM-2 650M + ESM-1b 650M,1,0.26,0.94,0.6666666666666666,15,4,1,3
ABCB7,ESM-2 650M + ESM-1b 650M,2,0.06,0.92,1.0,15,4,1,3
ABCB7,ESM-2 650M + ESM-1b 650M,3,0.06,0.88,1.0,15,4,1,3
ABCB7,ESM-2 650M + ESM-1b 650M,4,0.65,0.8181818181818182,1.0,15,4,2,2
ABCB7,ESM-2 650M + ESM-1b 650M,5,0.26,0.9090909090909092,1.0,16,3,1,2
ABCB7,ESM-2 650M + CaLM,1,0.4,0.94,1.0,15,4,1,3
ABCB7,ESM-2 650M + CaLM,2,0.2,0.92,0.6666666666666666,15,4,1,3
ABCB7,ESM-2 650M + CaLM,3,0.4,0.88,1.0,15,4,1,3
ABCB7,ESM-2 650M + CaLM,4,0.25,0.7954545454545454,1.0,15,4,2,2
ABCB7,ESM-2 650M + CaLM,5,0.4,0.8909090909090909,1.0,16,3,1,2
ABCB7,ESM-2 150M + CaLM,1,0.47,0.82,1.0,15,4,1,3
ABCB7,ESM-2 150M + CaLM,2,0.89,0.84,1.0,15,4,1,3
ABCB7,ESM-2 150M + CaLM,3,0.61,0.84,1.0,15,4,1,3
ABCB7,ESM-2 150M + CaLM,4,0.89,0.9318181818181818,0.5,15,4,2,2
ABCB7,ESM-2 150M + CaLM,5,0.5700000000000001,0.8727272727272727,0.5,16,3,1,2
ABCB7,ESM-1b 650M + CaLM,1,0.56,0.92,1.0,15,4,1,3
ABCB7,ESM-1b 650M + CaLM,2,0.0,0.94,0.0,15,4,1,3
ABCB7,ESM-1b 650M + CaLM,3,0.56,0.86,1.0,15,4,1,3
ABCB7,ESM-1b 650M + CaLM,4,0.56,0.8181818181818182,1.0,15,4,2,2
ABCB7,ESM-1b 650M + CaLM,5,0.56,0.9090909090909092,1.0,16,3,1,2
ABCD1,ESM-2 150M + 650M,1,0.91,0.9519356955380578,0.9609375,175,44,32,12
ABCD1,ESM-2 150M + 650M,2,0.97,0.9493110236220472,0.9765625,175,44,32,12
ABCD1,ESM-2 150M + 650M,3,0.96,0.9517716535433072,0.9609375,175,44,32,12
ABCD1,ESM-2 150M + 650M,4,1.0,0.9563648293963256,0.9427083333333334,175,44,32,12
ABCD1,ESM-2 150M + 650M,5,1.0,0.96044921875,0.9247311827956988,176,43,31,12
ABCD1,ESM-2 650M + ESM-1b 650M,1,0.96,0.9855643044619422,0.9427083333333334,175,44,32,12
ABCD1,ESM-2 650M + ESM-1b 650M,2,0.78,0.9771981627296588,0.9791666666666666,175,44,32,12
ABCD1,ESM-2 650M + ESM-1b 650M,3,0.95,0.9726049868766404,1.0,175,44,32,12
ABCD1,ESM-2 650M + ESM-1b 650M,4,0.93,0.979494750656168,0.9739583333333334,175,44,32,12
ABCD1,ESM-2 650M + ESM-1b 650M,5,0.94,0.9749348958333334,0.9865591397849462,176,43,31,12
ABCD1,ESM-2 650M + CaLM,1,0.5,0.9630905511811024,0.9869791666666666,175,44,32,12
ABCD1,ESM-2 650M + CaLM,2,0.5,0.9686679790026248,0.9661458333333334,175,44,32,12
ABCD1,ESM-2 650M + CaLM,3,0.5,0.9673556430446194,0.9713541666666666,175,44,32,12
ABCD1,ESM-2 650M + CaLM,4,0.41,0.9652230971128608,0.9765625,175,44,32,12
ABCD1,ESM-2 650M + CaLM,5,0.38,0.9775390625,0.913978494623656,176,43,31,12
ABCD1,ESM-2 150M + CaLM,1,0.9,0.964730971128609,0.9010416666666666,175,44,32,12
ABCD1,ESM-2 150M + CaLM,2,0.64,0.9543963254593176,0.9609375,175,44,32,12
ABCD1,ESM-2 150M + CaLM,3,0.81,0.9562007874015748,0.9505208333333334,175,44,32,12
ABCD1,ESM-2 150M + CaLM,4,0.64,0.958497375328084,0.953125,175,44,32,12
ABCD1,ESM-2 150M + CaLM,5,0.66,0.9479166666666666,0.9731182795698924,176,43,31,12
ABCD1,ESM-1b 650M + CaLM,1,0.18,0.9824475065616798,0.96875,175,44,32,12
ABCD1,ESM-1b 650M + CaLM,2,0.18,0.9812992125984252,0.96875,175,44,32,12
ABCD1,ESM-1b 650M + CaLM,3,0.21,0.9786745406824148,0.9765625,175,44,32,12
ABCD1,ESM-1b 650M + CaLM,4,0.13,0.9762139107611548,0.9947916666666666,175,44,32,12
ABCD1,ESM-1b 650M + CaLM,5,0.13,0.9757486979166666,0.989247311827957,176,43,31,12
ACAD9,ESM-2 150M + 650M,1,0.28,1.0,1.0,19,5,2,3
ACAD9,ESM-2 150M + 650M,2,0.0,0.9888888888888888,1.0,19,5,3,2
ACAD9,ESM-2 150M + 650M,3,0.0,1.0,1.0,19,5,3,2
ACAD9,ESM-2 150M + 650M,4,0.0,1.0,1.0,19,5,3,2
ACAD9,ESM-2 150M + 650M,5,0.0,0.98989898989899,1.0,20,4,2,2
ACAD9,ESM-2 650M + ESM-1b 650M,1,0.0,0.9318181818181818,1.0,19,5,2,3
ACAD9,ESM-2 650M + ESM-1b 650M,2,0.36,0.9777777777777776,0.6666666666666666,19,5,3,2
ACAD9,ESM-2 650M + ESM-1b 650M,3,0.12,0.9444444444444444,1.0,19,5,3,2
ACAD9,ESM-2 650M + ESM-1b 650M,4,0.12,0.9777777777777776,0.8333333333333334,19,5,3,2
ACAD9,ESM-2 650M + ESM-1b 650M,5,0.12,0.9292929292929292,1.0,20,4,2,2
ACAD9,ESM-2 650M + CaLM,1,0.0,0.9318181818181818,1.0,19,5,2,3
ACAD9,ESM-2 650M + CaLM,2,0.39,0.9666666666666668,0.8333333333333334,19,5,3,2
ACAD9,ESM-2 650M + CaLM,3,0.0,0.9555555555555556,1.0,19,5,3,2
ACAD9,ESM-2 650M + CaLM,4,0.39,0.9777777777777776,0.8333333333333334,19,5,3,2
ACAD9,ESM-2 650M + CaLM,5,0.45,0.9494949494949496,1.0,20,4,2,2
ACAD9,ESM-2 150M + CaLM,1,0.0,0.9886363636363636,1.0,19,5,2,3
ACAD9,ESM-2 150M + CaLM,2,0.0,1.0,1.0,19,5,3,2
ACAD9,ESM-2 150M + CaLM,3,0.0,0.9888888888888888,1.0,19,5,3,2
ACAD9,ESM-2 150M + CaLM,4,0.0,1.0,1.0,19,5,3,2
ACAD9,ESM-2 150M + CaLM,5,0.0,0.98989898989899,1.0,20,4,2,2
ACAD9,ESM-1b 650M + CaLM,1,0.67,0.9431818181818182,0.6666666666666666,19,5,2,3
ACAD9,ESM-1b 650M + CaLM,2,0.36,0.9888888888888888,0.5,19,5,3,2
ACAD9,ESM-1b 650M + CaLM,3,0.67,0.8888888888888888,1.0,19,5,3,2
ACAD9,ESM-1b 650M + CaLM,4,0.2,0.9,1.0,19,5,3,2
ACAD9,ESM-1b 650M + CaLM,5,0.36,0.8888888888888888,1.0,20,4,2,2
ACADS,ESM-2 150M + 650M,1,0.03,0.95,1.0,14,4,3,1
ACADS,ESM-2 150M + 650M,2,0.35,0.975,1.0,14,4,3,1
ACADS,ESM-2 150M + 650M,3,0.46,1.0,1.0,14,4,3,1
ACADS,ESM-2 150M + 650M,4,0.46,0.9545454545454546,1.0,15,3,2,1
ACADS,ESM-2 150M + 650M,5,0.46,0.9772727272727272,1.0,15,3,2,1
ACADS,ESM-2 650M + ESM-1b 650M,1,0.32,1.0,0.6666666666666666,14,4,3,1
ACADS,ESM-2 650M + ESM-1b 650M,2,0.0,0.975,1.0,14,4,3,1
ACADS,ESM-2 650M + ESM-1b 650M,3,0.67,0.975,1.0,14,4,3,1
ACADS,ESM-2 650M + ESM-1b 650M,4,0.67,0.9772727272727272,1.0,15,3,2,1
ACADS,ESM-2 650M + ESM-1b 650M,5,0.67,0.9772727272727272,1.0,15,3,2,1
ACADS,ESM-2 650M + CaLM,1,0.0,0.925,1.0,14,4,3,1
ACADS,ESM-2 650M + CaLM,2,0.0,0.975,0.6666666666666666,14,4,3,1
ACADS,ESM-2 650M + CaLM,3,0.47,1.0,0.6666666666666666,14,4,3,1
ACADS,ESM-2 650M + CaLM,4,0.0,0.9318181818181818,1.0,15,3,2,1
ACADS,ESM-2 650M + CaLM,5,0.0,0.9318181818181818,1.0,15,3,2,1
ACADS,ESM-2 150M + CaLM,1,0.02,0.9,1.0,14,4,3,1
ACADS,ESM-2 150M + CaLM,2,0.74,0.975,0.0,14,4,3,1
ACADS,ESM-2 150M + CaLM,3,0.02,0.95,1.0,14,4,3,1
ACADS,ESM-2 150M + CaLM,4,0.0,1.0,0.5,15,3,2,1
ACADS,ESM-2 150M + CaLM,5,0.0,0.9090909090909092,1.0,15,3,2,1
ACADS,ESM-1b 650M + CaLM,1,0.19,0.875,1.0,14,4,3,1
ACADS,ESM-1b 650M + CaLM,2,0.19,0.925,1.0,14,4,3,1
ACADS,ESM-1b 650M + CaLM,3,0.0,0.95,0.6666666666666666,14,4,3,1
ACADS,ESM-1b 650M + CaLM,4,0.0,0.9090909090909092,1.0,15,3,2,1
ACADS,ESM-1b 650M + CaLM,5,0.19,1.0,1.0,15,3,2,1
ACADVL,ESM-2 150M + 650M,1,0.86,0.9759615384615384,0.98,108,27,25,2
ACADVL,ESM-2 150M + 650M,2,0.77,0.9533980582524272,1.0,108,27,26,1
ACADVL,ESM-2 150M + 650M,3,0.45,0.974757281553398,0.8076923076923077,108,27,26,1
ACADVL,ESM-2 150M + 650M,4,0.86,0.970873786407767,1.0,108,27,26,1
ACADVL,ESM-2 150M + 650M,5,0.77,0.9631067961165048,1.0,108,27,26,1
ACADVL,ESM-2 650M + ESM-1b 650M,1,0.76,0.9855769230769232,1.0,108,27,25,2
ACADVL,ESM-2 650M + ESM-1b 650M,2,0.64,0.9883495145631068,0.9615384615384616,108,27,26,1
ACADVL,ESM-2 650M + ESM-1b 650M,3,0.76,0.9864077669902912,1.0,108,27,26,1
ACADVL,ESM-2 650M + ESM-1b 650M,4,0.76,0.996116504854369,0.9615384615384616,108,27,26,1
ACADVL,ESM-2 650M + ESM-1b 650M,5,0.76,0.9825242718446602,1.0,108,27,26,1
ACADVL,ESM-2 650M + CaLM,1,0.4,0.9591346153846154,1.0,108,27,25,2
ACADVL,ESM-2 650M + CaLM,2,0.26,0.970873786407767,1.0,108,27,26,1
ACADVL,ESM-2 650M + CaLM,3,0.42,0.9902912621359224,0.8846153846153846,108,27,26,1
ACADVL,ESM-2 650M + CaLM,4,0.0,0.974757281553398,0.8846153846153846,108,27,26,1
ACADVL,ESM-2 650M + CaLM,5,0.29,0.9728155339805824,1.0,108,27,26,1
ACADVL,ESM-2 150M + CaLM,1,0.5,0.908653846153846,1.0,108,27,25,2
ACADVL,ESM-2 150M + CaLM,2,0.5700000000000001,0.9320388349514565,0.9230769230769232,108,27,26,1
ACADVL,ESM-2 150M + CaLM,3,0.56,0.920388349514563,1.0,108,27,26,1
ACADVL,ESM-2 150M + CaLM,4,0.59,0.9106796116504854,1.0,108,27,26,1
ACADVL,ESM-2 150M + CaLM,5,0.47,0.966990291262136,0.7307692307692307,108,27,26,1
ACADVL,ESM-1b 650M + CaLM,1,0.0,0.9855769230769232,0.96,108,27,25,2
ACADVL,ESM-1b 650M + CaLM,2,0.33,0.9980582524271844,0.9230769230769232,108,27,26,1
ACADVL,ESM-1b 650M + CaLM,3,0.23,0.9844660194174756,1.0,108,27,26,1
ACADVL,ESM-1b 650M + CaLM,4,0.18,0.9825242718446602,1.0,108,27,26,1
ACADVL,ESM-1b 650M + CaLM,5,0.08,0.9883495145631068,1.0,108,27,26,1
ACTN4,ESM-2 150M + 650M,1,0.38,0.9464285714285714,1.0,15,4,2,2
ACTN4,ESM-2 150M + 650M,2,0.38,0.9642857142857144,1.0,15,4,2,2
ACTN4,ESM-2 150M + 650M,3,0.15,0.9821428571428572,1.0,15,4,2,2
ACTN4,ESM-2 150M + 650M,4,0.31,0.9642857142857144,1.0,15,4,2,2
ACTN4,ESM-2 150M + 650M,5,0.38,0.984375,1.0,16,3,1,2
ACTN4,ESM-2 650M + ESM-1b 650M,1,0.28,0.9642857142857144,1.0,15,4,2,2
ACTN4,ESM-2 650M + ESM-1b 650M,2,0.28,1.0,1.0,15,4,2,2
ACTN4,ESM-2 650M + ESM-1b 650M,3,0.28,0.9642857142857144,1.0,15,4,2,2
ACTN4,ESM-2 650M + ESM-1b 650M,4,0.0,0.9642857142857144,1.0,15,4,2,2
ACTN4,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,16,3,1,2
ACTN4,ESM-2 650M + CaLM,1,0.11,1.0,1.0,15,4,2,2
ACTN4,ESM-2 650M + CaLM,2,0.8200000000000001,1.0,1.0,15,4,2,2
ACTN4,ESM-2 650M + CaLM,3,0.8200000000000001,1.0,1.0,15,4,2,2
ACTN4,ESM-2 650M + CaLM,4,0.8200000000000001,1.0,1.0,15,4,2,2
ACTN4,ESM-2 650M + CaLM,5,0.25,1.0,1.0,16,3,1,2
ACTN4,ESM-2 150M + CaLM,1,0.9,1.0,1.0,15,4,2,2
ACTN4,ESM-2 150M + CaLM,2,0.37,1.0,1.0,15,4,2,2
ACTN4,ESM-2 150M + CaLM,3,0.9,1.0,1.0,15,4,2,2
ACTN4,ESM-2 150M + CaLM,4,0.55,1.0,1.0,15,4,2,2
ACTN4,ESM-2 150M + CaLM,5,0.9,1.0,1.0,16,3,1,2
ACTN4,ESM-1b 650M + CaLM,1,0.71,1.0,1.0,15,4,2,2
ACTN4,ESM-1b 650M + CaLM,2,0.71,1.0,1.0,15,4,2,2
ACTN4,ESM-1b 650M + CaLM,3,0.0,1.0,0.5,15,4,2,2
ACTN4,ESM-1b 650M + CaLM,4,0.14,1.0,1.0,15,4,2,2
ACTN4,ESM-1b 650M + CaLM,5,0.71,1.0,1.0,16,3,1,2
ACVRL1,ESM-2 150M + 650M,1,0.35,0.8644957983193278,0.9666666666666668,127,32,30,2
ACVRL1,ESM-2 150M + 650M,2,0.48,0.8739495798319328,0.9333333333333332,127,32,30,2
ACVRL1,ESM-2 150M + 650M,3,0.48,0.884453781512605,0.8333333333333334,127,32,30,2
ACVRL1,ESM-2 150M + 650M,4,0.27,0.9485294117647058,0.65,127,32,30,2
ACVRL1,ESM-2 150M + 650M,5,0.32,0.8541666666666666,1.0,128,31,29,2
ACVRL1,ESM-2 650M + ESM-1b 650M,1,0.76,0.940126050420168,0.9666666666666668,127,32,30,2
ACVRL1,ESM-2 650M + ESM-1b 650M,2,0.91,0.9390756302521008,1.0,127,32,30,2
ACVRL1,ESM-2 650M + ESM-1b 650M,3,0.99,0.9737394957983192,0.8666666666666667,127,32,30,2
ACVRL1,ESM-2 650M + ESM-1b 650M,4,0.71,0.967436974789916,0.85,127,32,30,2
ACVRL1,ESM-2 650M + ESM-1b 650M,5,0.76,0.9427083333333334,0.9827586206896552,128,31,29,2
ACVRL1,ESM-2 650M + CaLM,1,0.17,0.8623949579831933,0.9333333333333332,127,32,30,2
ACVRL1,ESM-2 650M + CaLM,2,0.17,0.8802521008403361,0.9,127,32,30,2
ACVRL1,ESM-2 650M + CaLM,3,0.43,0.953781512605042,0.5666666666666667,127,32,30,2
ACVRL1,ESM-2 650M + CaLM,4,0.3,0.8592436974789915,0.9666666666666668,127,32,30,2
ACVRL1,ESM-2 650M + CaLM,5,0.3,0.8510416666666667,1.0,128,31,29,2
ACVRL1,ESM-2 150M + CaLM,1,0.14,0.8592436974789915,0.9333333333333332,127,32,30,2
ACVRL1,ESM-2 150M + CaLM,2,0.14,0.8771008403361344,0.9,127,32,30,2
ACVRL1,ESM-2 150M + CaLM,3,0.14,0.9390756302521008,0.65,127,32,30,2
ACVRL1,ESM-2 150M + CaLM,4,0.22,0.8560924369747899,0.9666666666666668,127,32,30,2
ACVRL1,ESM-2 150M + CaLM,5,0.07,0.85625,0.9310344827586208,128,31,29,2
ACVRL1,ESM-1b 650M + CaLM,1,0.0,0.967436974789916,0.8833333333333333,127,32,30,2
ACVRL1,ESM-1b 650M + CaLM,2,0.27,0.96218487394958,0.8333333333333334,127,32,30,2
ACVRL1,ESM-1b 650M + CaLM,3,0.0,0.9285714285714286,1.0,127,32,30,2
ACVRL1,ESM-1b 650M + CaLM,4,0.02,0.944327731092437,0.95,127,32,30,2
ACVRL1,ESM-1b 650M + CaLM,5,0.02,0.9458333333333332,0.9655172413793104,128,31,29,2
ADA,ESM-2 150M + 650M,1,0.84,0.9935064935064936,1.0,29,8,6,2
ADA,ESM-2 150M + 650M,2,0.85,0.9805194805194806,1.0,29,8,6,2
ADA,ESM-2 150M + 650M,3,0.85,0.9813664596273292,1.0,30,7,5,2
ADA,ESM-2 150M + 650M,4,0.67,0.9937888198757764,1.0,30,7,5,2
ADA,ESM-2 150M + 650M,5,0.85,0.9943181818181818,1.0,30,7,6,1
ADA,ESM-2 650M + ESM-1b 650M,1,0.02,0.9935064935064936,1.0,29,8,6,2
ADA,ESM-2 650M + ESM-1b 650M,2,0.3,0.987012987012987,1.0,29,8,6,2
ADA,ESM-2 650M + ESM-1b 650M,3,0.3,0.9875776397515528,1.0,30,7,5,2
ADA,ESM-2 650M + ESM-1b 650M,4,0.3,0.9875776397515528,1.0,30,7,5,2
ADA,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,0.8333333333333334,30,7,6,1
ADA,ESM-2 650M + CaLM,1,0.0,0.987012987012987,1.0,29,8,6,2
ADA,ESM-2 650M + CaLM,2,0.0,0.974025974025974,1.0,29,8,6,2
ADA,ESM-2 650M + CaLM,3,0.0,0.9937888198757764,0.9,30,7,5,2
ADA,ESM-2 650M + CaLM,4,0.0,0.9875776397515528,1.0,30,7,5,2
ADA,ESM-2 650M + CaLM,5,0.0,0.9772727272727272,1.0,30,7,6,1
ADA,ESM-2 150M + CaLM,1,0.08,0.9545454545454546,0.8333333333333334,29,8,6,2
ADA,ESM-2 150M + CaLM,2,0.14,0.948051948051948,0.9166666666666666,29,8,6,2
ADA,ESM-2 150M + CaLM,3,0.05,0.9316770186335404,1.0,30,7,5,2
ADA,ESM-2 150M + CaLM,4,0.42,0.937888198757764,0.9,30,7,5,2
ADA,ESM-2 150M + CaLM,5,0.11,0.9261363636363636,1.0,30,7,6,1
ADA,ESM-1b 650M + CaLM,1,0.0,0.961038961038961,1.0,29,8,6,2
ADA,ESM-1b 650M + CaLM,2,0.0,1.0,0.9166666666666666,29,8,6,2
ADA,ESM-1b 650M + CaLM,3,0.0,0.9627329192546584,1.0,30,7,5,2
ADA,ESM-1b 650M + CaLM,4,0.0,0.968944099378882,1.0,30,7,5,2
ADA,ESM-1b 650M + CaLM,5,0.0,0.9715909090909092,1.0,30,7,6,1
ADAMTSL2,ESM-2 150M + 650M,1,0.0,1.0,1.0,8,3,2,1
ADAMTSL2,ESM-2 150M + 650M,2,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + 650M,3,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + 650M,4,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + 650M,5,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,8,3,2,1
ADAMTSL2,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + CaLM,1,0.0,1.0,1.0,8,3,2,1
ADAMTSL2,ESM-2 650M + CaLM,2,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + CaLM,3,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + CaLM,4,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 650M + CaLM,5,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + CaLM,1,0.0,1.0,1.0,8,3,2,1
ADAMTSL2,ESM-2 150M + CaLM,2,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + CaLM,3,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + CaLM,4,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-2 150M + CaLM,5,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,8,3,2,1
ADAMTSL2,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-1b 650M + CaLM,3,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-1b 650M + CaLM,4,0.0,1.0,1.0,9,2,1,1
ADAMTSL2,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,9,2,1,1
ADGRG1,ESM-2 150M + 650M,1,0.0,0.9047619047619048,0.5,16,5,2,3
ADGRG1,ESM-2 150M + 650M,2,0.0,0.8333333333333334,0.6666666666666666,17,4,1,3
ADGRG1,ESM-2 150M + 650M,3,0.0,0.7714285714285715,1.0,17,4,2,2
ADGRG1,ESM-2 150M + 650M,4,0.0,0.7857142857142857,1.0,17,4,2,2
ADGRG1,ESM-2 150M + 650M,5,0.0,0.8571428571428571,0.75,17,4,2,2
ADGRG1,ESM-2 650M + ESM-1b 650M,1,0.6900000000000001,0.7936507936507936,0.5,16,5,2,3
ADGRG1,ESM-2 650M + ESM-1b 650M,2,0.98,0.8194444444444444,0.3333333333333333,17,4,1,3
ADGRG1,ESM-2 650M + ESM-1b 650M,3,0.6900000000000001,0.6571428571428571,1.0,17,4,2,2
ADGRG1,ESM-2 650M + ESM-1b 650M,4,0.0,0.8142857142857143,0.25,17,4,2,2
ADGRG1,ESM-2 650M + ESM-1b 650M,5,0.6900000000000001,0.7428571428571429,0.75,17,4,2,2
ADGRG1,ESM-2 650M + CaLM,1,0.79,0.873015873015873,0.5,16,5,2,3
ADGRG1,ESM-2 650M + CaLM,2,0.79,0.7638888888888888,1.0,17,4,1,3
ADGRG1,ESM-2 650M + CaLM,3,0.6,0.7571428571428571,1.0,17,4,2,2
ADGRG1,ESM-2 650M + CaLM,4,0.96,0.8571428571428571,1.0,17,4,2,2
ADGRG1,ESM-2 650M + CaLM,5,0.79,0.8571428571428571,0.25,17,4,2,2
ADGRG1,ESM-2 150M + CaLM,1,0.12,0.7936507936507936,1.0,16,5,2,3
ADGRG1,ESM-2 150M + CaLM,2,0.45,0.9583333333333334,0.0,17,4,1,3
ADGRG1,ESM-2 150M + CaLM,3,0.3,0.8571428571428571,0.75,17,4,2,2
