gene,model,mean_raw_calm_weight,sd_raw_calm_weight,mean_standardized_equivalent_calm_weight,sd_standardized_equivalent_calm_weight
BCKDHA,ESM-1b 650M + CaLM,0.26,0.0552268050859363,0.24686849005072023,0.07083321225872988
BCKDHA,ESM-2 650M + CaLM,0.032,0.07155417527999328,0.031618390281755296,0.07070087000912356
BCL11A,ESM-1b 650M + CaLM,0.288,0.3618977756217907,0.20564006675187244,0.2909688586499094
BCL11A,ESM-2 650M + CaLM,0.21000000000000002,0.2924038303442689,0.15895830720532328,0.22230476507503794
BICD2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
BICD2,ESM-2 650M + CaLM,0.01,0.0223606797749979,0.00478577789978934,0.01070132470914514
BMPR1B,ESM-1b 650M + CaLM,0.176,0.09838699100999074,0.1038158943643324,0.05858392287717742
BMPR1B,ESM-2 650M + CaLM,0.006,0.005477225575051661,0.004397342005097174,0.004047230707160336
BRAF,ESM-1b 650M + CaLM,0.27399999999999997,0.030495901363953803,0.21778756754336098,0.026405034273960366
BRAF,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
BRAT1,ESM-1b 650M + CaLM,0.018,0.01643167672515498,0.011303787080864814,0.010411461362729935
BRAT1,ESM-2 650M + CaLM,0.20999999999999996,0.19170289512680813,0.14142584140436454,0.12934100826665948
BTK,ESM-1b 650M + CaLM,0.5,0.34777866524558404,0.4341362909354979,0.3231459333744962
BTK,ESM-2 650M + CaLM,0.162,0.23605084198112913,0.1546900991054232,0.22685339611494695
C1R,ESM-1b 650M + CaLM,0.6,0.33541019662496846,0.49380235693501257,0.27634792944340825
C1R,ESM-2 650M + CaLM,0.21999999999999997,0.12569805089976532,0.16549019691406164,0.09583027681418568
CAMK2B,ESM-1b 650M + CaLM,0.354,0.026076809620810593,0.2268559880472413,0.019408200212363873
CAMK2B,ESM-2 650M + CaLM,0.502,0.3180723188207361,0.47178068115608596,0.306172672554251
CASK,ESM-1b 650M + CaLM,0.284,0.3472463102755737,0.24203144459531406,0.3319373936262592
CASK,ESM-2 650M + CaLM,0.026000000000000002,0.008944271909999158,0.01940162226062348,0.0068426234330173
CBL,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CBL,ESM-2 650M + CaLM,0.13999999999999999,0.08246211251235322,0.12072904080664652,0.07302834602543959
CCN6,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CCN6,ESM-2 650M + CaLM,0.33399999999999996,0.169941166289984,0.3403523295037635,0.18018574416223954
CD40LG,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CD40LG,ESM-2 650M + CaLM,0.086,0.1923018460649819,0.06113885800586175,0.13671064256781412
CDH1,ESM-1b 650M + CaLM,0.898,0.06723094525588645,0.8639111822906909,0.08305543701676267
CDH1,ESM-2 650M + CaLM,0.406,0.30525399260288144,0.3744315168194714,0.2987864223226713
CDKL5,ESM-1b 650M + CaLM,0.236,0.13685759021698432,0.15034626570727377,0.09075360616335915
CDKL5,ESM-2 650M + CaLM,0.086,0.09262828941527529,0.06877599847289187,0.07588446281728724
CDKN2A,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CDKN2A,ESM-2 650M + CaLM,0.08399999999999999,0.1878297101099823,0.07070010628189141,0.1580902436627691
CERT1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CERT1,ESM-2 650M + CaLM,0.15,0.13693063937629152,0.09344135160590997,0.08604853289379429
CFI,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CFI,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CHAT,ESM-1b 650M + CaLM,0.162,0.14788509052639484,0.12181316376602065,0.11177154950824435
CHAT,ESM-2 650M + CaLM,0.04,0.022360679774997897,0.035900425192114074,0.020136509333853893
CHEK2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CHEK2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CHM,ESM-1b 650M + CaLM,0.388,0.2899482712485108,0.30045761450488423,0.25822326768038895
CHM,ESM-2 650M + CaLM,0.074,0.16546903033498442,0.049061908146322504,0.10970576172102782
CHRNE,ESM-1b 650M + CaLM,0.522,0.15238110119040355,0.4575376551054934,0.1356742689675531
CHRNE,ESM-2 650M + CaLM,0.5359999999999999,0.30753861546153843,0.5106008799462397,0.2933963354463482
CHST3,ESM-1b 650M + CaLM,0.048,0.04381780460041329,0.02840019144918775,0.025986734104654942
CHST3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CLCN1,ESM-1b 650M + CaLM,0.23600000000000004,0.11349008767288886,0.18929429584340798,0.09297057483570513
CLCN1,ESM-2 650M + CaLM,0.244,0.030495901363953817,0.2284348649132327,0.031137140838130312
CLCN4,ESM-1b 650M + CaLM,0.286,0.3108536633208623,0.24840719534892503,0.28922768650860686
CLCN4,ESM-2 650M + CaLM,0.078,0.1744133022449836,0.06652817161886526,0.14876151415855496
CLCN5,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CLCN5,ESM-2 650M + CaLM,0.3,0.27386127875258304,0.2786360335138761,0.25512999142288423
CLCN7,ESM-1b 650M + CaLM,0.5640000000000001,0.03130495168499703,0.4636582337327157,0.032689196952018815
CLCN7,ESM-2 650M + CaLM,0.454,0.19449935732541637,0.4066821590264655,0.1903949310430793
CLCNKB,ESM-1b 650M + CaLM,0.168,0.04919349550499537,0.11570510078955447,0.035636083901808016
CLCNKB,ESM-2 650M + CaLM,0.088,0.05215361924162119,0.06291174459571332,0.03740449494290066
CNGA1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CNGA1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CNGA3,ESM-1b 650M + CaLM,0.37200000000000005,0.21170734517252823,0.3263659535743726,0.19092155816656356
CNGA3,ESM-2 650M + CaLM,0.45599999999999996,0.07402702209328699,0.4582770251771559,0.08280952211811425
CNGB3,ESM-1b 650M + CaLM,0.682,0.3812741795611132,0.6080986599825968,0.35050354351244806
CNGB3,ESM-2 650M + CaLM,0.5599999999999999,0.24708298201211676,0.46976773576581027,0.275392048553546
CNNM2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CNNM2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CNOT3,ESM-1b 650M + CaLM,0.144,0.13145341380123987,0.10256868929080735,0.09442672435069722
CNOT3,ESM-2 650M + CaLM,0.766,0.25471552759892757,0.7598112823497909,0.2566989448290938
COL10A1,ESM-1b 650M + CaLM,0.254,0.20983326714322498,0.19386083435027904,0.1697190792615357
COL10A1,ESM-2 650M + CaLM,0.8560000000000001,0.16905620367203325,0.8257603969964503,0.19051054099464232
COL6A2,ESM-1b 650M + CaLM,0.882,0.08843076387773655,0.8538853322946487,0.10379263977967423
COL6A2,ESM-2 650M + CaLM,0.806,0.10691117808723276,0.7917643946145108,0.11379386561594441
COMP,ESM-1b 650M + CaLM,0.38,0.24072806234421446,0.30594592105647556,0.22700844761290084
COMP,ESM-2 650M + CaLM,0.066,0.04505552130427524,0.04899685566149832,0.03381018323404141
COQ4,ESM-1b 650M + CaLM,0.32599999999999996,0.05272570530585626,0.27978185150869683,0.04981323910738395
COQ4,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
COQ8A,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
COQ8A,ESM-2 650M + CaLM,0.128,0.07362064927722385,0.11229114717143092,0.06419440945779986
COQ8B,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
COQ8B,ESM-2 650M + CaLM,0.246,0.2245662485771181,0.24349255264705852,0.22297398594606754
CPT1A,ESM-1b 650M + CaLM,0.066,0.14758048651498615,0.04432878230455499,0.09912217059277474
CPT1A,ESM-2 650M + CaLM,0.254,0.2411016383187804,0.16153597173454656,0.16055298419302236
CPT2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CPT2,ESM-2 650M + CaLM,0.16999999999999998,0.23727621035409344,0.14476296326615526,0.2003858435516577
CSF1R,ESM-1b 650M + CaLM,0.14,0.182208671582886,0.09355322080178498,0.13037132554721845
CSF1R,ESM-2 650M + CaLM,0.61,0.38262252939417984,0.5769591187696144,0.3954433967569848
CSNK2A1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CSNK2A1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CTCF,ESM-1b 650M + CaLM,0.458,0.0438178046004133,0.34313417368701304,0.042153986809748654
CTCF,ESM-2 650M + CaLM,0.006,0.005477225575051661,0.0050215821581182625,0.004584436672089461
CTNNB1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CTNNB1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CTNS,ESM-1b 650M + CaLM,0.458,0.04919349550499536,0.37404621457649034,0.042809556962756914
CTNS,ESM-2 650M + CaLM,0.604,0.22995651762887698,0.6025309193866584,0.23228490410219227
CUL3,ESM-1b 650M + CaLM,0.552,0.308577380894971,0.47575096354314955,0.26666973070293065
CUL3,ESM-2 650M + CaLM,0.28,0.2683281572999748,0.25777192783484043,0.26314401924186626
CYBB,ESM-1b 650M + CaLM,0.028000000000000004,0.02280350850198276,0.021648795152505416,0.01737270048211715
CYBB,ESM-2 650M + CaLM,0.268,0.12214745187681977,0.2667407690415053,0.12749282026838424
CYP11B1,ESM-1b 650M + CaLM,0.34,0.22748626332154653,0.3078253739519843,0.21450375584370682
CYP11B1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
CYP11B2,ESM-1b 650M + CaLM,0.026000000000000002,0.019493588689617928,0.016544907099788876,0.012336514469797414
CYP11B2,ESM-2 650M + CaLM,0.6719999999999999,0.06572670690061994,0.6060951237355693,0.07334968260868828
CYP19A1,ESM-1b 650M + CaLM,0.24000000000000005,0.21908902300206645,0.20300292640649445,0.18589680546488835
CYP19A1,ESM-2 650M + CaLM,0.484,0.2426520142096496,0.4300498337042445,0.22374865900977872
CYP27A1,ESM-1b 650M + CaLM,0.45600000000000007,0.41626914370392626,0.4329413443555348,0.3959416163495777
CYP27A1,ESM-2 650M + CaLM,0.24000000000000005,0.30789608636681304,0.2623483715692872,0.33186951856234964
CYP27B1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CYP27B1,ESM-2 650M + CaLM,0.176,0.19641792178922982,0.14056973971284786,0.15875518213682183
CYP4F22,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
CYP4F22,ESM-2 650M + CaLM,0.516,0.3163542318351376,0.4654790307446233,0.2857077481266394
DARS2,ESM-1b 650M + CaLM,0.27,0.24647515087732477,0.22055918161988436,0.20187036057082253
DARS2,ESM-2 650M + CaLM,0.23199999999999998,0.16619265928433782,0.1928887272576044,0.1454920404402105
DBT,ESM-1b 650M + CaLM,0.6859999999999999,0.3835101041693687,0.6475014133199191,0.3620487400291064
DBT,ESM-2 650M + CaLM,0.11200000000000002,0.06260990336999411,0.1039606006853124,0.05818007650483313
DCLRE1C,ESM-1b 650M + CaLM,0.402,0.2713300573102803,0.3487629482174477,0.2390873517311178
DCLRE1C,ESM-2 650M + CaLM,0.532,0.12214745187681979,0.5300193592756981,0.1056943213462172
DEAF1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
DEAF1,ESM-2 650M + CaLM,0.048,0.04381780460041329,0.013979649528872162,0.012772910670354567
DEGS1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
DEGS1,ESM-2 650M + CaLM,0.304,0.3567632268045573,0.2954281012089864,0.35424826913173
DKC1,ESM-1b 650M + CaLM,0.514,0.21582400237230334,0.4387555723121602,0.19564077646315378
DKC1,ESM-2 650M + CaLM,0.174,0.15883954167649816,0.14636892954569475,0.13464886882462085
DLL4,ESM-1b 650M + CaLM,0.072,0.02683281572999748,0.05367513596333386,0.019686823051718583
DLL4,ESM-2 650M + CaLM,0.24,0.1341640786499874,0.19834658508280253,0.11095280488337354
DNAI1,ESM-1b 650M + CaLM,0.2,0.11180339887498948,0.13880230741628485,0.07923117356670303
DNAI1,ESM-2 650M + CaLM,0.434,0.39163758757300093,0.38572548121285244,0.34970164131710624
DNM1,ESM-1b 650M + CaLM,0.258,0.15722595205626835,0.19686462604882443,0.1227525562745669
DNM1,ESM-2 650M + CaLM,0.5980000000000001,0.1453272169966796,0.5848545978230606,0.14162313311187327
DNM2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
DNM2,ESM-2 650M + CaLM,0.446,0.2791594526431086,0.40480409778269016,0.25937642895173013
DOK7,ESM-1b 650M + CaLM,0.018,0.04024922359499621,0.004129374452696578,0.009233561980780538
DOK7,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
DPF2,ESM-1b 650M + CaLM,0.12000000000000002,0.10954451150103323,0.09863019510029507,0.09015543965134151
DPF2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
DYRK1A,ESM-1b 650M + CaLM,0.434,0.060249481325568253,0.299323687749151,0.05234555799176816
DYRK1A,ESM-2 650M + CaLM,0.044000000000000004,0.06387487769068526,0.03393236977021002,0.04924614636016801
EBF3,ESM-1b 650M + CaLM,0.4,0.30454884665682125,0.20778278052502194,0.20069917991378952
EBF3,ESM-2 650M + CaLM,0.556,0.5093427137007067,0.5317453310932865,0.4896701117294224
ECEL1,ESM-1b 650M + CaLM,0.34,0.2644806231087639,0.2739088745917626,0.232847248056705
ECEL1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
EDA,ESM-1b 650M + CaLM,0.418,0.1502331521336086,0.29490516402028455,0.13458538004883866
EDA,ESM-2 650M + CaLM,0.504,0.13277801022759755,0.4342184653108103,0.13526105655573642
EDAR,ESM-1b 650M + CaLM,0.472,0.44347491473588446,0.4025353069350639,0.39263635638720373
