gene,model,mean_raw_calm_weight,sd_raw_calm_weight,mean_standardized_equivalent_calm_weight,sd_standardized_equivalent_calm_weight
HNF1A,ESM-2 650M + CaLM,0.054000000000000006,0.12074767078498864,0.03950541980116129,0.08833680415506287
HNF4A,ESM-1b 650M + CaLM,0.366,0.20995237555217136,0.30637960227901406,0.17813476836447942
HNF4A,ESM-2 650M + CaLM,0.48600000000000004,0.18119050747762702,0.45659326335813527,0.17209935879051635
HNRNPK,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
HNRNPK,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
HNRNPU,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
HNRNPU,ESM-2 650M + CaLM,0.072,0.08983317872590282,0.0426543140441623,0.05298620675421915
HPS1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
HPS1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
HRAS,ESM-1b 650M + CaLM,0.18,0.2652357441974969,0.13895106312018557,0.2267799265919932
HRAS,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
HSD17B10,ESM-1b 650M + CaLM,0.488,0.3767227096950753,0.43321256217354376,0.34716001451970735
HSD17B10,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
HSD17B4,ESM-1b 650M + CaLM,0.264,0.36977019890737545,0.21612344437248096,0.3068630921641954
HSD17B4,ESM-2 650M + CaLM,0.144,0.19346834366376325,0.14068196270083233,0.1876329306599393
IDS,ESM-1b 650M + CaLM,0.064,0.0403732584763727,0.053516925774484705,0.03494828560987463
IDS,ESM-2 650M + CaLM,0.03,0.03464101615137754,0.028129464475815234,0.032623869732932194
IDUA,ESM-1b 650M + CaLM,0.246,0.19449935732541637,0.14768741711614228,0.12037795406179379
IDUA,ESM-2 650M + CaLM,0.036,0.06387487769068526,0.023541186031793886,0.043281083169955416
IGHMBP2,ESM-1b 650M + CaLM,0.388,0.14166862743741115,0.24683676979593988,0.11296895463489748
IGHMBP2,ESM-2 650M + CaLM,0.362,0.05019960159204453,0.288373970697908,0.04030739677434801
IL11RA,ESM-1b 650M + CaLM,0.6980000000000001,0.32337284981890485,0.6446315975475039,0.29970843193764907
IL11RA,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
IL12RB1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
IL12RB1,ESM-2 650M + CaLM,0.048,0.05848076606885379,0.023413507066334452,0.028615405669935964
IL2RG,ESM-1b 650M + CaLM,0.038,0.05805170109479998,0.02280016498847845,0.03573733893128683
IL2RG,ESM-2 650M + CaLM,0.06799999999999999,0.0668580586017871,0.05432424966973258,0.05640497062946903
IL7R,ESM-1b 650M + CaLM,0.808,0.08927485648266258,0.7415706732949217,0.11838936758324578
IL7R,ESM-2 650M + CaLM,0.48200000000000004,0.29978325503603437,0.42179950328928795,0.26970808754658804
IRF2BPL,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
IRF2BPL,ESM-2 650M + CaLM,0.976,0.005477225575051676,0.9581668012761899,0.0074588514209848215
ITGB2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
ITGB2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
ITGB3,ESM-1b 650M + CaLM,0.306,0.12561846997953766,0.22945429043629467,0.1120066680510911
ITGB3,ESM-2 650M + CaLM,0.054000000000000006,0.04929503017546495,0.0465714793761311,0.04255638080427355
KARS1,ESM-1b 650M + CaLM,0.57,0.5203364296299078,0.5573269544960182,0.5088050015256768
KARS1,ESM-2 650M + CaLM,0.11199999999999999,0.013038404810405295,0.0960323631772957,0.007926894336139856
KCNA2,ESM-1b 650M + CaLM,0.22199999999999998,0.2965130688519479,0.20220417742264557,0.28072760852867984
KCNA2,ESM-2 650M + CaLM,0.258,0.17711578134090705,0.2673967736870607,0.17944760070541388
KCNB1,ESM-1b 650M + CaLM,0.386,0.10573551910309044,0.2809191145532527,0.09432100346815751
KCNB1,ESM-2 650M + CaLM,0.5960000000000001,0.06949820141557618,0.5633137936858637,0.06984794600000854
KCNC3,ESM-1b 650M + CaLM,0.256,0.14310835055998655,0.15079453253973446,0.08483181762106512
KCNC3,ESM-2 650M + CaLM,0.6220000000000001,0.35541525009487146,0.6102108674314899,0.34883779059657716
KCND2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
KCND2,ESM-2 650M + CaLM,0.43200000000000005,0.17527121840165316,0.4063677918347374,0.16523517006022667
KCNH1,ESM-1b 650M + CaLM,0.8160000000000001,0.04277849927241484,0.7165713067496363,0.06657626339516239
KCNH1,ESM-2 650M + CaLM,0.8460000000000001,0.06503845016603639,0.8424136311026578,0.06527548883373939
KCNJ11,ESM-1b 650M + CaLM,0.024,0.05366563145999495,0.016897253355768558,0.037783407136534934
KCNJ11,ESM-2 650M + CaLM,0.088,0.11497825881443847,0.0821189750675374,0.10652904161806243
KCNQ1,ESM-1b 650M + CaLM,0.144,0.2094755355644186,0.13167082936230742,0.1935369661812541
KCNQ1,ESM-2 650M + CaLM,0.20800000000000002,0.16177144370994528,0.1924884211792256,0.15391758770177955
KCNQ2,ESM-1b 650M + CaLM,0.458,0.10158740079360234,0.45820866507274083,0.09788956686049777
KCNQ2,ESM-2 650M + CaLM,0.32999999999999996,0.04636809247747851,0.3141793803197688,0.04721363883604737
KCNQ3,ESM-1b 650M + CaLM,0.096,0.2146625258399798,0.07844485805318821,0.17540803509225064
KCNQ3,ESM-2 650M + CaLM,0.256,0.24378269011560277,0.2483630009852317,0.2377229409523488
KCNQ4,ESM-1b 650M + CaLM,0.254,0.1472412985544477,0.22789620760021495,0.13274362606184711
KCNQ4,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
KCNQ5,ESM-1b 650M + CaLM,0.27399999999999997,0.30631682944298044,0.16818787751389636,0.21075750946439523
KCNQ5,ESM-2 650M + CaLM,0.126,0.28174456516497354,0.10827339459608565,0.2421066704715059
KCNV2,ESM-1b 650M + CaLM,0.8699999999999999,0.0670820393249937,0.8574354495104357,0.07122587930213234
KCNV2,ESM-2 650M + CaLM,0.23199999999999998,0.1470374102057024,0.20528794904922001,0.13182383053116267
KIF22,ESM-1b 650M + CaLM,0.5660000000000001,0.13538833036861042,0.45072135419513204,0.13414954369894647
KIF22,ESM-2 650M + CaLM,0.5720000000000001,0.07949842765740714,0.4735710745516231,0.07615746804270926
KMT5B,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
KMT5B,ESM-2 650M + CaLM,0.5640000000000001,0.3347835121388149,0.4526169561407385,0.2838182572971751
KRIT1,ESM-1b 650M + CaLM,0.658,0.4010860256852637,0.5945158041473452,0.3799217876391428
KRIT1,ESM-2 650M + CaLM,0.538,0.37485997385690567,0.43857556287545885,0.37696739524826267
KRT1,ESM-1b 650M + CaLM,0.45,0.20024984394500786,0.3795591332654409,0.1827081742262566
KRT1,ESM-2 650M + CaLM,0.256,0.3779947089576784,0.22954938148618842,0.34714555250329815
KRT10,ESM-1b 650M + CaLM,0.18000000000000002,0.1385640646055102,0.14698568374519935,0.11397923871946192
KRT10,ESM-2 650M + CaLM,0.41600000000000004,0.19385561637466167,0.3637561323547917,0.17244315306384495
KRT14,ESM-1b 650M + CaLM,0.544,0.30410524493997143,0.5202902775296263,0.29150428676978285
KRT14,ESM-2 650M + CaLM,0.43200000000000005,0.29192464781172556,0.4348301407502505,0.2954159734831094
KRT16,ESM-1b 650M + CaLM,0.018,0.01643167672515498,0.014731712797233907,0.013455275336028218
KRT16,ESM-2 650M + CaLM,0.28600000000000003,0.169941166289984,0.27092847677043125,0.16649754960336727
KRT17,ESM-1b 650M + CaLM,0.272,0.053103672189407,0.2601926247918853,0.05976059090935755
KRT17,ESM-2 650M + CaLM,0.092,0.05761944116355173,0.08232225128849899,0.05239360468226994
KRT5,ESM-1b 650M + CaLM,0.372,0.13516656391282575,0.28402747826067815,0.11439805189785351
KRT5,ESM-2 650M + CaLM,0.25,0.18330302779823363,0.2028096978876924,0.15384226010982532
KRT6A,ESM-1b 650M + CaLM,0.31,0.13435028842544403,0.23307514778132887,0.10173552977560496
KRT6A,ESM-2 650M + CaLM,0.174,0.0996493853468249,0.14729976406087938,0.08445294291332207
KRT9,ESM-1b 650M + CaLM,0.12,0.2683281572999748,0.10632429571523476,0.23774835287905455
KRT9,ESM-2 650M + CaLM,0.188,0.25742960202742804,0.18360194202951324,0.25148253757140693
LAMP2,ESM-1b 650M + CaLM,0.032,0.07155417527999328,0.03288073164892484,0.07352355111692468
LAMP2,ESM-2 650M + CaLM,0.2,0.11180339887498948,0.20233761369983902,0.11655071446640325
LARS2,ESM-1b 650M + CaLM,0.066,0.060249481325568274,0.038677873082127036,0.03542306590871293
LARS2,ESM-2 650M + CaLM,0.196,0.19230184606498194,0.17123360132893511,0.17997642351253004
LBR,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
LBR,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
LCAT,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
LCAT,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
LDLR,ESM-1b 650M + CaLM,0.48,0.06964194138592064,0.43090813695393243,0.06586624352172661
LDLR,ESM-2 650M + CaLM,0.26,0.156684396159924,0.24152871444692048,0.14737488010950367
LHCGR,ESM-1b 650M + CaLM,0.784,0.1472412985544477,0.70944161241985,0.20440302587507916
LHCGR,ESM-2 650M + CaLM,0.524,0.2940748204114048,0.5225723105065031,0.29281002791873395
LIG4,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
LIG4,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
LITAF,ESM-1b 650M + CaLM,0.296,0.16546903033498442,0.1842895094272967,0.1097076925366414
LITAF,ESM-2 650M + CaLM,0.252,0.1700588133558505,0.20476206290535726,0.17467304136916087
LMX1B,ESM-1b 650M + CaLM,0.388,0.18646715528478466,0.3335791336271906,0.16918916783445923
LMX1B,ESM-2 650M + CaLM,0.264,0.14758048651498615,0.2295566362504994,0.12890271373362955
LPAR6,ESM-1b 650M + CaLM,0.6519999999999999,0.3727197338483703,0.5720504082105902,0.3437689947013298
LPAR6,ESM-2 650M + CaLM,0.17200000000000001,0.3511694747554235,0.16115499783555262,0.33402863614109446
LSS,ESM-1b 650M + CaLM,0.384,0.3238518179661803,0.3589785460697291,0.32195488174929066
LSS,ESM-2 650M + CaLM,0.41200000000000003,0.2830547650190684,0.37250498155960915,0.26705873015892395
LZTR1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
LZTR1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MAF,ESM-1b 650M + CaLM,0.164,0.1013903348450926,0.08212049761827864,0.05243995166226238
MAF,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MAK,ESM-1b 650M + CaLM,0.544,0.30410524493997143,0.4486293963029027,0.25254770277560695
MAK,ESM-2 650M + CaLM,0.4,0.22360679774997896,0.3289080481539249,0.18569912470581781
MAN1B1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MAN1B1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MAN2B1,ESM-1b 650M + CaLM,0.092,0.09523654760647302,0.0529543799592954,0.05340210491302333
MAN2B1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MAP2K2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MAP2K2,ESM-2 650M + CaLM,0.048,0.1073312629199899,0.04059338281031878,0.09076956340054426
MAP3K7,ESM-1b 650M + CaLM,0.332,0.3128418130621289,0.26686577907070086,0.2571606279561458
MAP3K7,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MAPT,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MAPT,ESM-2 650M + CaLM,0.632,0.3384819049816401,0.6096051195189431,0.3461456410655315
MBTPS2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MBTPS2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MCCC1,ESM-1b 650M + CaLM,0.026000000000000002,0.05813776741499454,0.01920473901334922,0.042943101923991096
MCCC1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MECP2,ESM-1b 650M + CaLM,0.19,0.12369316876852982,0.07738920325422669,0.053663534179995184
MECP2,ESM-2 650M + CaLM,0.10200000000000001,0.07155417527999328,0.0538549236131475,0.03861448886821924
MEF2C,ESM-1b 650M + CaLM,0.9800000000000001,0.00999999999999999,0.9705615872846376,0.014803083047634455
MEF2C,ESM-2 650M + CaLM,0.966,0.005477225575051679,0.9677588297227496,0.005731684248853636
MEN1,ESM-1b 650M + CaLM,0.016,0.021908902300206645,0.005584795255841081,0.0076681092635865955
MEN1,ESM-2 650M + CaLM,0.088,0.1912328423676226,0.05130279585327112,0.11236374577122418
MERTK,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MERTK,ESM-2 650M + CaLM,0.6,0.33541019662496846,0.5374967231873718,0.3011062419444569
MID1,ESM-1b 650M + CaLM,0.08199999999999999,0.18335757415498274,0.057402689741955136,0.12835631635434155
MID1,ESM-2 650M + CaLM,0.176,0.39354796403996295,0.1681254408624953,0.3759399145156604
MITF,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MITF,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MLC1,ESM-1b 650M + CaLM,0.6900000000000001,0.10392304845413264,0.6779315031042673,0.09200710634968726
MLC1,ESM-2 650M + CaLM,0.748,0.2414953415699773,0.7344363780666215,0.24279002589930834
MLH1,ESM-1b 650M + CaLM,0.734,0.005477225575051663,0.6631514020841471,0.0046249471177628575
MLH1,ESM-2 650M + CaLM,0.776,0.12136721138759017,0.7619112317097192,0.12697860331834362
MMAB,ESM-1b 650M + CaLM,0.33399999999999996,0.10285912696499033,0.19475642069155272,0.0731202979856741
MMAB,ESM-2 650M + CaLM,0.15,0.13693063937629152,0.11820967139376945,0.10806273637897126
MMACHC,ESM-1b 650M + CaLM,0.6759999999999999,0.39557553008243573,0.665184911780415,0.39254711455496966
MMACHC,ESM-2 650M + CaLM,0.9179999999999999,0.07155417527999325,0.9054037512450325,0.08427899482515393
MME,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MME,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MMUT,ESM-1b 650M + CaLM,0.11199999999999999,0.15642889758609183,0.08955097295177758,0.12787960895400824
MMUT,ESM-2 650M + CaLM,0.652,0.15449919093639292,0.5924372084472426,0.17357713549157097
MSH2,ESM-1b 650M + CaLM,0.708,0.052153619241621194,0.6276401428421357,0.055416866224921604
MSH2,ESM-2 650M + CaLM,0.5900000000000001,0.06480740698407861,0.5447334648528814,0.07049978303301876
MTHFR,ESM-1b 650M + CaLM,0.22600000000000003,0.20695410119154445,0.19240094152077794,0.18910276744258833
MTHFR,ESM-2 650M + CaLM,0.5519999999999999,0.06572670690061992,0.5115782447387417,0.06636313314616693
MTM1,ESM-1b 650M + CaLM,0.534,0.051283525619832335,0.4917673001446305,0.059351745760514905
MTM1,ESM-2 650M + CaLM,0.35,0.2450510150968569,0.34709805387627374,0.24369622001895663
MUSK,ESM-1b 650M + CaLM,0.17400000000000002,0.13315404612703288,0.09133800400834002,0.07090907582621873
MUSK,ESM-2 650M + CaLM,0.20400000000000001,0.12198360545581527,0.16858909430357366,0.10155248678699823
MUTYH,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MUTYH,ESM-2 650M + CaLM,0.5599999999999999,0.3357082066318904,0.4845115920933011,0.3000116049101304
MYCN,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MYCN,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
MYOC,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
MYOC,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
NAGLU,ESM-1b 650M + CaLM,0.152,0.06260990336999411,0.09118558062810365,0.03888778559022725
NAGLU,ESM-2 650M + CaLM,0.064,0.03577708763999664,0.035409498752800986,0.01982435550057152
NARS1,ESM-1b 650M + CaLM,0.316,0.3450072463007118,0.2692841943492839,0.3406053260902732
NARS1,ESM-2 650M + CaLM,0.21000000000000002,0.4196427051671457,0.20577040762367074,0.41955338859319874
NEU1,ESM-1b 650M + CaLM,0.184,0.10285912696499033,0.13505606892571015,0.08045099734521993
NEU1,ESM-2 650M + CaLM,0.06,0.05612486080160912,0.04663192857474006,0.04483144547332422
NGLY1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
NGLY1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
NOD2,ESM-1b 650M + CaLM,0.29,0.1837117307087384,0.20723960016157333,0.129818813663525
NOD2,ESM-2 650M + CaLM,0.15,0.16401219466856726,0.10542123144082108,0.12014195293468485
NR0B1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
NR0B1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
NR2F1,ESM-1b 650M + CaLM,0.27999999999999997,0.15652475842498528,0.23785505740277135,0.1332292453830029
NR2F1,ESM-2 650M + CaLM,0.148,0.11278297743897348,0.12953746415846398,0.09839612316474058
NTRK1,ESM-1b 650M + CaLM,0.012,0.010954451150103323,0.007395191614782784,0.006755894377114611
NTRK1,ESM-2 650M + CaLM,0.24000000000000005,0.20124611797498107,0.19061810844604307,0.16464567234869898
NUP107,ESM-1b 650M + CaLM,0.354,0.3602499132546738,0.2084908751562303,0.252429037197481
NUP107,ESM-2 650M + CaLM,0.041999999999999996,0.09391485505499116,0.019900460944898203,0.044498783456372086
OCA2,ESM-1b 650M + CaLM,0.51,0.1358307770720612,0.33525855048032194,0.1294149612411654
OCA2,ESM-2 650M + CaLM,0.23199999999999998,0.13007690033207278,0.1754698651817344,0.11089619876609455
OCRL,ESM-1b 650M + CaLM,0.3,0.27386127875258304,0.237777112286154,0.2172663267278762
OCRL,ESM-2 650M + CaLM,0.378,0.21661024906499696,0.32815138112163356,0.18998651389352858
OFD1,ESM-1b 650M + CaLM,0.256,0.1515915564930976,0.08896881760311433,0.05659866190602918
OFD1,ESM-2 650M + CaLM,0.24,0.3286335345030997,0.12702729432955073,0.1739395354381287
OPA1,ESM-1b 650M + CaLM,0.462,0.05718391382198321,0.3464568227390307,0.05332016483952827
OPA1,ESM-2 650M + CaLM,0.564,0.07569676347110223,0.5254055721536302,0.0790154394569701
OPHN1,ESM-1b 650M + CaLM,0.16799999999999998,0.3756594202199646,0.16105069926927015,0.3601203113899638
OPHN1,ESM-2 650M + CaLM,0.6,0.151657508881031,0.5626859745597859,0.15982257114011938
OTC,ESM-1b 650M + CaLM,0.20400000000000001,0.12280065146407003,0.16619195510905582,0.10766145880416376
OTC,ESM-2 650M + CaLM,0.302,0.06418722614352484,0.26068580140319464,0.05826498767263537
PADI6,ESM-1b 650M + CaLM,0.136,0.16087262041752162,0.08736780155234478,0.1026086906605208
PADI6,ESM-2 650M + CaLM,0.526,0.07602631123499286,0.36181619854218683,0.09260139107741691
PAFAH1B1,ESM-1b 650M + CaLM,0.844,0.21267345861672535,0.7991059830391584,0.2564674853325634
PAFAH1B1,ESM-2 650M + CaLM,0.8960000000000001,0.08763560920082651,0.8752511605818901,0.10079473801996802
PANK2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PANK2,ESM-2 650M + CaLM,0.32,0.27303845882952094,0.30467108459453784,0.2715542229919019
PAX3,ESM-1b 650M + CaLM,0.27,0.061644140029689765,0.19050323367951968,0.0522041046220844
PAX3,ESM-2 650M + CaLM,0.392,0.09654014708917737,0.3411454847984503,0.08195897300975308
PAX8,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PAX8,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PCCA,ESM-1b 650M + CaLM,0.306,0.27933850432763474,0.2782093032620943,0.2542496149522595
PCCA,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PCCB,ESM-1b 650M + CaLM,0.718,0.4064726313049871,0.6901325583294022,0.3927816349157729
PCCB,ESM-2 650M + CaLM,0.152,0.0819756061276768,0.15524036379762873,0.0839547359552411
PCSK9,ESM-1b 650M + CaLM,0.164,0.15899685531481433,0.10590746648652327,0.10839599125621141
PCSK9,ESM-2 650M + CaLM,0.19,0.22572106680591425,0.12150305305283302,0.1551759040388782
PCYT1A,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PCYT1A,ESM-2 650M + CaLM,0.756,0.2549117494349761,0.8251335631281222,0.21196937673702487
PDE4D,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PDE4D,ESM-2 650M + CaLM,0.8460000000000001,0.11886967653695367,0.849291112965803,0.1061538982114673
PDE6B,ESM-1b 650M + CaLM,0.11599999999999999,0.2593838853899756,0.08580842135276513,0.1918734631867273
PDE6B,ESM-2 650M + CaLM,0.26999999999999996,0.22494443758403984,0.27962591295635203,0.22904862603404405
PDE6C,ESM-1b 650M + CaLM,0.368,0.23498936146132232,0.3346160623568296,0.21905142411331532
PDE6C,ESM-2 650M + CaLM,0.528,0.04381780460041331,0.4472594193164059,0.03739697458937308
PDHA1,ESM-1b 650M + CaLM,0.376,0.21019038988498023,0.35034617734938756,0.19595862670515796
PDHA1,ESM-2 650M + CaLM,0.5780000000000001,0.2672452057568106,0.5518223228557017,0.25823583315908366
PEX6,ESM-1b 650M + CaLM,0.072,0.047116875957558986,0.0489727271609058,0.03229538078155552
PEX6,ESM-2 650M + CaLM,0.08,0.12549900398011132,0.06513368697967252,0.10093201889200612
PHEX,ESM-1b 650M + CaLM,0.5800000000000001,0.1481553239002906,0.5840575933371689,0.15053310230288852
PHEX,ESM-2 650M + CaLM,0.378,0.10917875251164944,0.39151724875712446,0.11444637194306187
PIGA,ESM-1b 650M + CaLM,0.094,0.21019038988498023,0.06482087843668309,0.1449438905456737
PIGA,ESM-2 650M + CaLM,0.312,0.19473058311420938,0.25575744230221575,0.16145441618154457
PIGN,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PIGN,ESM-2 650M + CaLM,0.076,0.10406728592598156,0.04777321571267456,0.06567817480307299
PIK3R2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PIK3R2,ESM-2 650M + CaLM,0.07,0.0818535277187245,0.04233532967719182,0.051805777538258366
PKD2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PKD2,ESM-2 650M + CaLM,0.168,0.15336231610144654,0.10587196615171228,0.09821384539386901
PKP2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PKP2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PMS2,ESM-1b 650M + CaLM,0.23399999999999999,0.1703819239238717,0.17272357759976736,0.12603876658765298
PMS2,ESM-2 650M + CaLM,0.122,0.12377398757412643,0.09017095710905465,0.0973003389409605
PNPLA1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PNPLA1,ESM-2 650M + CaLM,0.132,0.12049896265113655,0.10350317223366497,0.09503130698052387
PNPT1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PNPT1,ESM-2 650M + CaLM,0.138,0.12597618822618822,0.11105161988606056,0.10139232485560687
POLR1C,ESM-1b 650M + CaLM,0.296,0.16546903033498442,0.2624091186957666,0.1493652744265772
POLR1C,ESM-2 650M + CaLM,0.062,0.13863621460498696,0.06319501179292598,0.14130834220788335
PORCN,ESM-1b 650M + CaLM,0.646,0.005477225575051679,0.4895936111811583,0.02003114038062414
PORCN,ESM-2 650M + CaLM,0.642,0.17239489551607956,0.5591351728911836,0.1582913774961246
POT1,ESM-1b 650M + CaLM,0.73,0.1924837655492016,0.5798348881857801,0.2191067636417491
POT1,ESM-2 650M + CaLM,0.6799999999999999,0.3125699921617557,0.5735151865475656,0.28568887887745875
PPP2R1A,ESM-1b 650M + CaLM,0.46799999999999997,0.27626074639731213,0.4406695622167399,0.28369924688506915
PPP2R1A,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PPP2R5D,ESM-1b 650M + CaLM,0.758,0.27770487932335647,0.6693137799167063,0.287550329278498
PPP2R5D,ESM-2 650M + CaLM,0.49000000000000005,0.09746794344808966,0.438353533547936,0.09965382294813702
PPP3CA,ESM-1b 650M + CaLM,0.532,0.3892557000224917,0.4513837189212587,0.35187536086666005
PPP3CA,ESM-2 650M + CaLM,0.258,0.07155417527999325,0.25293891832504356,0.07982633359290857
PRKAG2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PRKAG2,ESM-2 650M + CaLM,0.7460000000000001,0.11502173707608492,0.7497125144906304,0.11829419798487571
PRKCG,ESM-1b 650M + CaLM,0.266,0.32715439780018246,0.20897163903789254,0.2621108091446288
PRKCG,ESM-2 650M + CaLM,0.422,0.2210656011232865,0.3669396752514643,0.21579377193907315
PRKN,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PRKN,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PRMT7,ESM-1b 650M + CaLM,0.45199999999999996,0.2598461083025874,0.29085999271491736,0.17533621372076905
PRMT7,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PROM1,ESM-1b 650M + CaLM,0.32199999999999995,0.3268332908380051,0.236466821976357,0.2627151630816892
PROM1,ESM-2 650M + CaLM,0.41600000000000004,0.30063266622241835,0.3393930916100808,0.26185678539277607
PRRT2,ESM-1b 650M + CaLM,0.042,0.038340579025361636,0.02324907213615638,0.021247818031710424
PRRT2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PRSS1,ESM-1b 650M + CaLM,0.506,0.46371327347834246,0.47690113558602637,0.438316648008133
PRSS1,ESM-2 650M + CaLM,0.52,0.09027735042633897,0.5025542738105638,0.09086077683394243
PTEN,ESM-1b 650M + CaLM,0.006,0.005477225575051661,0.004446229425041933,0.0040645909529217
PTEN,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PTPN11,ESM-1b 650M + CaLM,0.286,0.1822909761891685,0.2482305745807082,0.1622357580050607
PTPN11,ESM-2 650M + CaLM,0.9119999999999999,0.029495762407505236,0.9091514811071091,0.03024082319066266
PUF60,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
PUF60,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
PURA,ESM-1b 650M + CaLM,0.20800000000000002,0.1564288975860918,0.12917002170970804,0.10143943401768249
PURA,ESM-2 650M + CaLM,0.22600000000000003,0.17169740825067806,0.19882205678411702,0.15222131653159957
RAF1,ESM-1b 650M + CaLM,0.12799999999999997,0.11144505372604024,0.04449437765012221,0.041420967753927125
RAF1,ESM-2 650M + CaLM,0.16799999999999998,0.09391485505499117,0.06115898512290635,0.03436116460670054
RAG2,ESM-1b 650M + CaLM,0.5700000000000001,0.1407124727947029,0.4061939357820322,0.13332084005762537
RAG2,ESM-2 650M + CaLM,0.48,0.09797958971132713,0.3653376463358965,0.09363370558840522
RALA,ESM-1b 650M + CaLM,0.41400000000000003,0.32592944021674386,0.34989941341706327,0.2809628887261878
RALA,ESM-2 650M + CaLM,0.752,0.17782013384316186,0.7469712266667449,0.17090547571839734
RARS1,ESM-1b 650M + CaLM,0.77,0.1679285562374667,0.7245472939131539,0.19180241786720517
RARS1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
RARS2,ESM-1b 650M + CaLM,0.066,0.060249481325568274,0.05094285095005887,0.04657778521289619
RARS2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
RB1,ESM-1b 650M + CaLM,0.38,0.24474476501040834,0.15009673167671647,0.12134032680860525
RB1,ESM-2 650M + CaLM,0.344,0.20132063977645212,0.14264850418038333,0.0894527816969073
RHO,ESM-1b 650M + CaLM,0.294,0.16440802900101928,0.299227030618932,0.16746319290162226
RHO,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
